id	taxon	trait	dstate	value	units	country	state	created.by	created.date
287	Eryngium articulatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
288	Eryngium castrense	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
289	Eryngium constancei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
290	Eryngium mathiasiae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
291	Eryngium pinnatisectum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
292	Eryngium racemosum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
293	Eryngium spinosepalum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
294	Eryngium vaseyi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
295	Foeniculum vulgare	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
296	Glehnia littoralis ssp. leiocarpa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
297	Heracleum lanatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
298	Hydrocotyle moschata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
299	Hydrocotyle ranunculoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
300	Hydrocotyle sibthorpioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
301	Hydrocotyle umbellata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
302	Hydrocotyle verticillata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
303	Ligusticum apiifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
304	Ligusticum californicum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
305	Ligusticum grayi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
306	Lilaeopsis masonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
307	Lilaeopsis occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
308	Lomatium bicolor var. leptocarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
309	Lomatium californicum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
310	Lomatium canbyi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
311	Lomatium caruifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
312	Lomatium caruifolium var. caruifolium	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
313	Lomatium caruifolium var. denticulatum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
314	Lomatium ciliolatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
315	Lomatium ciliolatum var. ciliolatum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
316	Lomatium ciliolatum var. hooveri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
317	Lomatium congdonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
318	Lomatium dasycarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
319	Lomatium dasycarpum ssp. dasycarpum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
320	Lomatium dasycarpum ssp. tomentosum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
321	Lomatium dissectum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
322	Lomatium dissectum var. dissectum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
323	Lomatium dissectum var. multifidum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
324	Lomatium engelmannii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
325	Lomatium foeniculaceum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
326	Lomatium foeniculaceum ssp. fimbriatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
327	Lomatium foeniculaceum ssp. inyoense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
328	Lomatium hallii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
329	Lomatium howellii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
330	Lomatium insulare	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
331	Lomatium lucidum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
332	Lomatium macrocarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
333	Lomatium marginatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
334	Lomatium marginatum var. marginatum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
335	Lomatium marginatum var. purpureum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
336	Lomatium martindalei	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
337	Lomatium mohavense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
338	Lomatium nevadense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
339	Lomatium nevadense var. nevadense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
340	Lomatium nevadense var. parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
341	Lomatium nudicaule	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
342	Lomatium parryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
343	Lomatium parvifolium	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
344	Lomatium peckianum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
345	Lomatium piperi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
346	Lomatium plummerae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
347	Lomatium ravenii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
348	Lomatium repostum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
349	Lomatium rigidum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
350	Lomatium shevockii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
351	Lomatium stebbinsii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
352	Lomatium torreyi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
353	Lomatium tracyi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
354	Lomatium triternatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
355	Lomatium triternatum var. macrocarpum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
356	Lomatium triternatum var. triternatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
357	Lomatium utriculatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
358	Lomatium vaginatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
359	Oenanthe pimpinelloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
360	Oenanthe sarmentosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
361	Oreonana clementis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
362	Oreonana purpurascens	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
363	Oreonana vestita	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
364	Orogenia fusiformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
365	Osmorhiza berteroi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
366	Osmorhiza brachypoda	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
367	Osmorhiza depauperata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
368	Osmorhiza occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
369	Osmorhiza purpurea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
370	Oxypolis occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
371	Pastinaca sativa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
372	Perideridia bacigalupii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
373	Perideridia bolanderi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
374	Perideridia bolanderi ssp. bolanderi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
375	Perideridia bolanderi ssp. involucrata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
376	Perideridia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
377	Perideridia gairdneri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
378	Perideridia gairdneri ssp. borealis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
379	Perideridia gairdneri ssp. gairdneri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
380	Perideridia howellii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
381	Perideridia kelloggii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
382	Perideridia lemmonii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
383	Perideridia leptocarpa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
384	Perideridia oregana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
385	Perideridia parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
386	Perideridia parishii ssp. latifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
387	Perideridia parishii ssp. parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
388	Perideridia pringlei	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
389	Petroselinum crispum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
390	Podistera nevadensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
391	Sanicula arctopoides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
392	Sanicula arguta	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
393	Sanicula bipinnata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
394	Sanicula bipinnatifida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
395	Sanicula crassicaulis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
396	Sanicula graveolens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
397	Sanicula hoffmannii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
398	Sanicula laciniata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
399	Sanicula maritima	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
400	Sanicula peckiana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
401	Sanicula saxatilis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
402	Sanicula tracyi	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
403	Sanicula tuberosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
404	Scandix pecten-veneris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
405	Sium suave	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
406	Spermolepis echinata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
407	Sphenosciadium capitellatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
408	Tauschia arguta	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
409	Tauschia glauca	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
410	Tauschia hartwegii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
411	Tauschia howellii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
412	Tauschia kelloggii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
413	Tauschia parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
414	Torilis arvensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
415	Torilis nodosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
416	Yabea microcarpa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
417	Amsonia tomentosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
418	Apocynum androsaemifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
419	Apocynum cannabinum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
420	Catharanthus roseus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
421	Cycladenia humilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
422	Cycladenia humilis var. humilis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
423	Cycladenia humilis var. venusta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
424	Vinca major	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
425	Ilex aquifolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
426	Aralia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
427	Hedera helix	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
428	Aristolochia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
429	Asarum caudatum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
430	Asarum hartwegii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
431	Asarum lemmonii	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
432	Asarum marmoratum	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
433	Araujia sericifera	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
434	Asclepias albicans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
435	Asclepias asperula ssp. asperula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
436	Asclepias californica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
437	Asclepias cordifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
438	Asclepias cryptoceras	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
439	Asclepias curassavica	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
440	Asclepias eriocarpa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
441	Asclepias erosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
442	Asclepias fascicularis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
443	Asclepias linaria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
444	Asclepias nyctaginifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
445	Asclepias solanoana	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
446	Asclepias speciosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
447	Asclepias subulata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
448	Asclepias vestita	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
449	Cynanchum utahense	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
450	Matelea parvifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
451	Sarcostemma cynanchoides ssp. hartwegii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
452	Sarcostemma hirtellum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
453	Acamptopappus shockleyi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
454	Acamptopappus sphaerocephalus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
455	Acamptopappus sphaerocephalus var. hirtellus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
456	Acamptopappus sphaerocephalus var. sphaerocephalus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
457	Achillea millefolium	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
458	Achyrachaena mollis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
459	Acourtia microcephala	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
460	Acroptilon repens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
461	Adenocaulon bicolor	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
462	Adenophyllum cooperi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
463	Adenophyllum porophylloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
464	Ageratina adenophora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
465	Ageratina herbacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
466	Ageratina occidentalis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
467	Ageratina shastensis	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
468	Agoseris apargioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
469	Agoseris apargioides var. apargioides	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
470	Agoseris apargioides var. eastwoodiae	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
471	Agoseris aurantiaca	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
472	Agoseris elata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
473	Agoseris glauca	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
474	Agoseris glauca var. glauca	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
475	Agoseris glauca var. laciniata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
476	Agoseris glauca var. monticola	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
477	Agoseris grandiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
478	Agoseris heterophylla	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
479	Agoseris retrorsa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
480	Amblyopappus pusillus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
481	Ambrosia acanthicarpa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
482	Ambrosia ambrosioides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
483	Ambrosia artemisiifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
484	Ambrosia chamissonis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
485	Ambrosia chenopodiifolia	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
486	Ambrosia confertiflora	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
487	Ambrosia dumosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
488	Ambrosia eriocentra	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
489	Ambrosia ilicifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
490	Ambrosia psilostachya	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
491	Ambrosia pumila	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
492	Ambrosia trifida	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
493	Amphipappus fremontii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
494	Amphipappus fremontii var. fremontii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
495	Amphipappus fremontii var. spinosus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
496	Anaphalis margaritacea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
497	Ancistrocarphus filagineus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
498	Anisocoma acaulis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
499	Antennaria argentea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
500	Antennaria corymbosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
501	Antennaria dimorpha	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
502	Antennaria flagellaris	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
503	Antennaria geyeri	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
504	Antennaria howellii ssp. howellii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
505	Antennaria luzuloides	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
506	Antennaria marginata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
507	Antennaria media	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
508	Antennaria pulchella	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
509	Antennaria racemosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
510	Antennaria rosea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
511	Antennaria rosea ssp. confinis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
512	Antennaria rosea ssp. rosea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
513	Antennaria suffrutescens	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
514	Antennaria umbrinella	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
515	Anthemis arvensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
516	Anthemis cotula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
517	Anthemis tinctoria	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
518	Arctium lappa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
519	Arctium minus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
520	Arctotheca calendula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
521	Arctotis stoechadifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
522	Argyranthemum foeniculaceum	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
523	Arnica amplexicaulis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
524	Arnica cernua	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
525	Arnica chamissonis ssp. foliosa	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
526	Arnica cordifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
527	Arnica discoidea	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
528	Arnica diversifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
529	Arnica fulgens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
530	Arnica latifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
531	Arnica longifolia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
532	Arnica mollis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
533	Arnica nevadensis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
534	Arnica parryi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
535	Arnica sororia	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
536	Arnica spathulata	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
537	Arnica tomentella	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
538	Arnica venosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
539	Arnica viscosa	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
540	Artemisia annua	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
541	Artemisia arbuscula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
542	Artemisia arbuscula ssp. arbuscula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
543	Artemisia arbuscula ssp. thermopola	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
544	Artemisia biennis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
545	Artemisia bigelovii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
546	Artemisia californica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
547	Artemisia campestris ssp. borealis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
548	Artemisia cana ssp. bolanderi	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
549	Artemisia douglasiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
550	Artemisia dracunculus	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
551	Artemisia ludoviciana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
552	Artemisia ludoviciana ssp. albula	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
553	Artemisia ludoviciana ssp. candicans	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
554	Artemisia ludoviciana ssp. incompta	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
555	Artemisia ludoviciana ssp. ludoviciana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
556	Artemisia michauxiana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
557	Artemisia nesiotica	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
558	Artemisia norvegica ssp. saxatilis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
559	Artemisia nova	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
560	Artemisia palmeri	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
561	Artemisia pycnocephala	CFP endemicity	yes	3	NA	USA	CA	D. Ackerly	7/21/06
562	Artemisia rothrockii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
563	Artemisia spiciformis	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
564	Artemisia spinescens	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
565	Artemisia suksdorfii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
566	Artemisia tridentata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
567	Artemisia tridentata ssp. parishii	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
568	Artemisia tridentata ssp. tridentata	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
569	Artemisia tridentata ssp. vaseyana	CFP endemicity	no	3	NA	USA	CA	D. Ackerly	7/21/06
