id	taxon	Low_elevation	High_elevation	CFP endemicity	CA nativity
1760	Mertensia oblongifolia var. nevadensis	1000	3000	no	yes
1761	Mertensia oblongifolia var. oblongifolia	1000	3000	no	yes
1762	Myosotis discolor	0	1300	no	no
1763	Myosotis latifolia	0	300	no	no
1764	Myosotis laxa	0	2000	no	yes
1765	Myosotis micrantha	500	1000	no	no
1766	Myosotis scorpioides	0	2000	no	no
1767	Myosotis verna	0	200	no	no
1768	Pectocarya heterocarpa	0	1400	no	yes
1769	Pectocarya linearis ssp. ferocula	5	2000	no	yes
1770	Pectocarya penicillata	90	2100	no	yes
1771	Pectocarya peninsularis	30	300	no	yes
1772	Pectocarya platycarpa	150	1500	no	yes
1773	Pectocarya pusilla	100	1800	no	yes
1774	Pectocarya recurvata	10	1600	no	yes
1775	Pectocarya setosa	150	2300	no	yes
1776	Plagiobothrys acanthocarpus	0	700	no	yes
1777	Plagiobothrys arizonicus	0	2100	no	yes
1778	Plagiobothrys austinae	0	500	yes	yes
1779	Plagiobothrys bracteatus	0	1550	no	yes
1780	Plagiobothrys canescens	0	1400	no	yes
1781	Plagiobothrys chorisianus	0	100	no	yes
1782	Plagiobothrys chorisianus var. chorisianus	0	100	yes	yes
1783	Plagiobothrys chorisianus var. hickmanii	0	100	yes	yes
1784	Plagiobothrys cognatus	0	2100	no	yes
1785	Plagiobothrys collinus	0	2300	no	yes
1786	Plagiobothrys collinus var. californicus	0	2300	no	yes
1787	Plagiobothrys collinus var. fulvescens	600	2000	no	yes
1788	Plagiobothrys collinus var. gracilis	0	200	yes	yes
1789	Plagiobothrys collinus var. ursinus	1400	2100	no	yes
1790	Plagiobothrys cusickii	1200	2100	no	yes
1791	Plagiobothrys distantiflorus	0	400	yes	yes
1792	Plagiobothrys fulvus	0	500	no	yes
1793	Plagiobothrys glaber	0	100	yes	yes
1794	Plagiobothrys glyptocarpus	0	600	no	yes
1795	Plagiobothrys glyptocarpus var. glyptocarpus	0	600	yes	yes
1796	Plagiobothrys glyptocarpus var. modestus	0	600	yes	yes
1797	Plagiobothrys greenei	0	900	yes	yes
1798	Plagiobothrys hispidulus	1200	3400	no	yes
1799	Plagiobothrys hispidus	1200	2800	no	yes
1800	Plagiobothrys humistratus	0	200	yes	yes
1801	Plagiobothrys hystriculus	0	50	yes	yes
1802	Plagiobothrys infectivus	0	300	yes	yes
1803	Plagiobothrys jonesii	0	1800	no	yes
1804	Plagiobothrys kingii	1200	2300	no	yes
1805	Plagiobothrys kingii var. harknessii	1200	2300	no	yes
1806	Plagiobothrys kingii var. kingii	1200	2300	no	yes
1807	Plagiobothrys leptocladus	0	2500	no	yes
1808	Plagiobothrys lithocaryus	300	450	yes	yes
1809	Plagiobothrys mollis	0	50	no	yes
1810	Plagiobothrys mollis var. mollis	1200	1700	no	yes
1811	Plagiobothrys mollis var. vestitus	0	50	yes	yes
1812	Plagiobothrys myosotoides	500	2000	no	yes
1813	Plagiobothrys nothofulvus	0	800	no	yes
1814	Plagiobothrys parishii	750	1400	no	yes
1815	Plagiobothrys reticulatus	0	300	no	yes
1816	Plagiobothrys reticulatus var. reticulatus	0	300	yes	yes
1817	Plagiobothrys reticulatus var. rossianorum	0	300	yes	yes
1818	Plagiobothrys salsus	650	750	no	yes
1819	Plagiobothrys scriptus	0	150	yes	yes
1820	Plagiobothrys shastensis	0	800	yes	yes
1821	Plagiobothrys stipitatus	0	1500	no	yes
1822	Plagiobothrys stipitatus var. micranthus	0	1500	no	yes
1823	Plagiobothrys stipitatus var. stipitatus	0	450	yes	yes
1824	Plagiobothrys strictus	100	150	yes	yes
1825	Plagiobothrys tenellus	0	1700	no	yes
1826	Plagiobothrys tener	0	1700	no	yes
1827	Plagiobothrys torreyi	1200	3400	no	yes
1828	Plagiobothrys torreyi var. diffusus	1200	3400	yes	yes
1829	Plagiobothrys torreyi var. torreyi	1150	1250	yes	yes
1830	Plagiobothrys trachycarpus	0	1000	yes	yes
1831	Plagiobothrys uncinatus	300	600	yes	yes
1832	Plagiobothrys undulatus	0	400	yes	yes
1833	Symphytum asperum	0	100	no	no
1834	Symphytum officinale	0	100	no	no
1835	Tiquilia canescens	500	1500	no	yes
1836	Tiquilia canescens var. canescens	500	1500	no	yes
1837	Tiquilia canescens var. pulchella	500	1500	no	yes
1838	Tiquilia nuttallii	0	2400	no	yes
1839	Tiquilia palmeri	0	900	no	yes
1840	Tiquilia plicata	0	900	no	yes
1841	Alyssum alyssoides	300	1800	no	no
1842	Alyssum desertorum	1000	1500	no	no
1843	Alyssum minus var. micranthum	1000	1500	no	no
1844	Alyssum strigosum	0	300	no	no
1845	Anelsonia eurycarpa	3000	4300	no	yes
1846	Arabidopsis thaliana	0	1000	no	no
1847	Arabis aculeolata	900	1800	yes	yes
1848	Arabis blepharophylla	0	500	yes	yes
1849	Arabis bodiensis	2500	3100	no	yes
1850	Arabis breweri	450	3200	no	yes
1851	Arabis breweri var. austiniae	600	2300	yes	yes
1852	Arabis breweri var. breweri	450	2300	yes	yes
1853	Arabis breweri var. pecuniaria	2700	3200	yes	yes
1854	Arabis cobrensis	1375	2800	no	yes
1855	Arabis constancei	1100	1300	yes	yes
1856	Arabis davidsonii	1500	3500	no	yes
1857	Arabis dispar	1200	2400	no	yes
1858	Arabis X-divaricarpa	2100	3300	no	no
1859	Arabis drummondii	1800	3200	no	yes
1860	Arabis fernaldiana var. stylosa	2300	2800	no	yes
1861	Arabis glabra	0	2300	no	yes
1862	Arabis glabra var. furcatipilis	500	1000	no	yes
1863	Arabis glabra var. glabra	0	2300	no	yes
1864	Arabis glaucovalvula	1000	1300	no	yes
1865	Arabis hirsuta	1000	2600	no	yes
1866	Arabis hirsuta var. glabrata	1200	2600	no	yes
1867	Arabis hirsuta var. pycnocarpa	1000	1900	no	yes
1868	Arabis hoffmannii	0	200	yes	yes
1869	Arabis holboellii	500	3500	no	yes
1870	Arabis holboellii var. pendulocarpa	1800	3000	no	yes
1871	Arabis holboellii var. pinetorum	2000	3500	no	yes
1872	Arabis holboellii var. retrofracta	500	2400	no	yes
1873	Arabis inyoensis	1500	3500	no	yes
1874	Arabis johnstonii	1350	1500	yes	yes
1875	Arabis koehleri var. stipitata	500	800	yes	yes
1876	Arabis lemmonii	2400	4300	no	yes
1877	Arabis lemmonii var. depauperata	2400	4300	no	yes
1878	Arabis lemmonii var. lemmonii	2400	3700	no	yes
1879	Arabis lyallii	2400	3800	no	yes
1880	Arabis lyallii var. lyallii	2400	3700	no	yes
1881	Arabis lyallii var. nubigena	2900	3800	no	yes
1882	Arabis macdonaldiana	1150	1250	yes	yes
1883	Arabis microphylla var. microphylla	1700	2700	no	yes
1884	Arabis modesta	0	800	yes	yes
1885	Arabis oregana	600	1400	yes	yes
1886	Arabis parishii	1950	2900	yes	yes
1887	Arabis perennans	300	2200	no	yes
1888	Arabis pinzliae	3000	3350	no	no
1889	Arabis platysperma	1300	3600	no	yes
1890	Arabis platysperma var. howellii	3000	3600	no	yes
1891	Arabis platysperma var. platysperma	1300	3350	no	yes
1892	Arabis puberula	1200	3200	no	yes
1893	Arabis pulchra	600	2200	no	yes
1894	Arabis pulchra var. gracilis	850	1850	no	yes
1895	Arabis pulchra var. munciensis	1100	2000	no	yes
1896	Arabis pulchra var. pulchra	600	2200	no	yes
1897	Arabis pygmaea	2600	3400	yes	yes
1898	Arabis rectissima var. rectissima	1200	2800	no	yes
1899	Arabis repanda	1400	3600	no	yes
1900	Arabis repanda var. greenei	2700	3600	yes	yes
1901	Arabis repanda var. repanda	1400	2800	yes	yes
1902	Arabis rigidissima var. rigidissima	1600	2200	yes	yes
1903	Arabis rollei	1500	1800	yes	yes
1904	Arabis shockleyi	1000	2000	no	yes
1905	Arabis sparsiflora	0	2800	no	yes
1906	Arabis sparsiflora var. arcuata	700	1900	yes	yes
1907	Arabis sparsiflora var. californica	0	1600	no	yes
1908	Arabis sparsiflora var. sparsiflora	1300	2800	no	yes
1909	Arabis sparsiflora var. subvillosa	500	1100	no	yes
1910	Arabis subpinnatifida	800	2300	no	yes
1911	Arabis suffrutescens	1700	2800	no	yes
1912	Arabis suffrutescens var. horizontalis	1450	1550	yes	yes
1913	Arabis suffrutescens var. suffrutescens	1700	2800	no	yes
1914	Arabis tiehmii	3200	3500	no	yes
1915	Armoracia rusticana	0	200	no	no
1916	Athysanus pusillus	0	1525	no	yes
1917	Aubrieta deltoidea	1500	2000	no	yes
1918	Barbarea orthoceras	700	3350	no	yes
1919	Barbarea verna	0	500	no	no
1920	Barbarea vulgaris	0	1000	no	no
1921	Brassica juncea	0	300	no	no
1922	Brassica napus	0	500	no	no
1923	Brassica nigra	0	1500	no	no
1924	Brassica rapa	0	1500	no	no
1925	Brassica tournefortii	0	800	no	no
1926	Cakile edentula	0	50	no	no
1927	Cakile maritima	0	50	no	no
1928	Camelina microcarpa	0	1000	no	no
1929	Capsella bursa-pastoris	0	2300	no	no
1930	Cardamine angulata	0	400	no	yes
1931	Cardamine bellidifolia var. pachyphylla	1900	2800	yes	yes
1932	Cardamine breweri	0	3200	no	yes
1933	Cardamine breweri var. breweri	1200	3200	no	yes
1934	Cardamine breweri var. orbicularis	0	500	no	yes
1935	Cardamine californica	0	1200	no	yes
1936	Cardamine californica var. californica	0	1200	yes	yes
1937	Cardamine californica var. cardiophylla	0	600	yes	yes
1938	Cardamine californica var. cuneata	0	900	yes	yes
1939	Cardamine californica var. integrifolia	0	500	yes	yes
1940	Cardamine californica var. sinuata	0	300	yes	yes
1941	Cardamine cordifolia var. lyallii	1500	2300	no	yes
1942	Cardamine hirsuta	600	800	no	no
1943	Cardamine nuttallii	0	2200	no	yes
1944	Cardamine nuttallii var. covilleana	1200	2200	yes	yes
1945	Cardamine nuttallii var. dissecta	0	1900	no	yes
1946	Cardamine nuttallii var. gemmata	0	100	yes	yes
1947	Cardamine nuttallii var. nuttallii	0	1500	no	yes
1948	Cardamine occidentalis	0	1000	no	yes
1949	Cardamine oligosperma	0	1100	no	yes
1950	Cardamine pachystigma	0	2900	no	yes
1951	Cardamine pachystigma var. dissectifolia	0	900	yes	yes
1952	Cardamine pachystigma var. pachystigma	1500	2900	yes	yes
1953	Cardamine pensylvanica	750	1900	no	yes
1954	Cardaria chalepensis	0	1500	no	no
1955	Cardaria draba	0	1200	no	no
1956	Cardaria pubescens	0	2000	no	no
1957	Caulanthus amplexicaulis	1000	2800	no	yes
1958	Caulanthus amplexicaulis var. amplexicaulis	1000	2800	yes	yes
1959	Caulanthus amplexicaulis var. barbarae	950	1050	yes	yes
1960	Caulanthus californicus	70	1000	yes	yes
1961	Caulanthus cooperi	300	2500	no	yes
1962	Caulanthus coulteri	80	2000	no	yes
1963	Caulanthus coulteri var. coulteri	80	2000	no	yes
1964	Caulanthus coulteri var. lemmonii	80	800	yes	yes
1965	Caulanthus crassicaulis	900	2900	no	yes
1966	Caulanthus crassicaulis var. crassicaulis	900	2900	no	yes
1967	Caulanthus crassicaulis var. glaber	900	2200	no	yes
1968	Caulanthus glaucus	1400	2500	no	yes
1969	Caulanthus hallii	150	1800	no	yes
1970	Caulanthus heterophyllus	0	1300	no	yes
1971	Caulanthus heterophyllus var. heterophyllus	0	1300	yes	yes
1972	Caulanthus heterophyllus var. pseudosimulans	0	1300	yes	yes
1973	Caulanthus inflatus	150	1500	no	yes
1974	Caulanthus major	1500	2500	no	yes
1975	Caulanthus major var. major	1500	2500	no	yes
1976	Caulanthus major var. nevadensis	1500	2500	no	yes
1977	Caulanthus pilosus	600	2800	no	yes
1978	Caulanthus simulans	400	2200	no	yes
1979	Caulostramina jaegeri	1800	2400	no	yes
1980	Chorispora tenella	0	1300	no	no
1981	Cochlearia officinalis var. arctica	0	50	no	yes
1982	Conringia orientalis	0	900	no	no
1983	Coronopus didymus	0	2000	no	no
1984	Coronopus squamatus	0	300	no	no
1985	Cusickiella douglasii	1500	2450	no	yes
1986	Cusickiella quadricostata	2400	2800	no	yes
1987	Descurainia californica	2100	3400	no	yes
1988	Descurainia incana	1500	3400	no	yes
1989	Descurainia incisa	1000	3100	no	yes
1990	Descurainia incisa ssp. filipes	1200	2500	no	yes
1991	Descurainia incisa ssp. incisa	1000	3100	no	yes
1992	Descurainia obtusa ssp. adenophora	900	2200	no	yes
1993	Descurainia paradisa ssp. paradisa	900	2300	no	yes
1994	Descurainia pinnata	0	2500	no	yes
1995	Descurainia pinnata ssp. glabra	0	1500	no	yes
1996	Descurainia pinnata ssp. halictorum	0	1800	no	yes
1997	Descurainia pinnata ssp. intermedia	900	2200	no	yes
1998	Descurainia pinnata ssp. menziesii	0	2500	no	yes
1999	Descurainia sophia	0	2600	no	no
2000	Diplotaxis muralis	0	200	no	no
2001	Diplotaxis tenuifolia	0	300	no	no
2002	Dithyrea californica	0	1400	no	yes
2003	Dithyrea maritima	0	50	yes	yes
2004	Draba albertina	1500	4300	no	yes
2005	Draba asterophora	2500	4300	no	yes
2006	Draba asterophora var. asterophora	2500	4300	yes	yes
2007	Draba asterophora var. macrocarpa	2500	4300	yes	yes
2008	Draba aureola	2000	4300	no	yes
2009	Draba breweri	2500	4300	no	yes
2010	Draba californica	3000	4300	no	yes
2011	Draba cana	3000	4300	no	yes
2012	Draba carnosula	2000	3000	yes	yes
2013	Draba corrugata	2000	3800	no	yes
2014	Draba corrugata var. corrugata	2000	3800	yes	yes
2015	Draba corrugata var. saxosa	2500	3600	yes	yes
2016	Draba cruciata	2500	4300	yes	yes
2017	Draba cuneifolia	0	2000	no	yes
2018	Draba densifolia	2000	4300	no	yes
2019	Draba howellii	2000	3000	no	yes
2020	Draba incrassata	2500	4300	no	yes
2021	Draba lemmonii var. lemmonii	2500	4300	yes	yes
2022	Draba lonchocarpa var. lonchocarpa	3000	4300	no	yes
2023	Draba monoensis	3000	4300	no	yes
2024	Draba nemorosa	1950	2050	no	no
2025	Draba oligosperma var. oligosperma	2000	4300	no	yes
2026	Draba paysonii var. treleasei	2000	4300	no	yes
2027	Draba praealta	2500	4300	no	yes
2028	Draba pterosperma	1800	2500	yes	yes
2029	Draba reptans	0	2500	no	no
2030	Draba sharsmithii	3500	4300	yes	yes
2031	Draba sierrae	3500	4300	yes	yes
2032	Draba subumbellata	3000	4300	no	yes
2033	Draba verna	0	2000	no	yes
2034	Eruca vesicaria ssp. sativa	0	400	no	no
2035	Erucastrum gallicum	0	200	no	no
2036	Erysimum ammophilum	0	50	yes	yes
2037	Erysimum capitatum	0	4000	no	yes
2038	Erysimum capitatum var. angustatum	0	20	yes	yes
2039	Erysimum capitatum var. capitatum	0	4000	no	yes
2040	Erysimum capitatum var. lompocense	0	500	yes	yes
2041	Erysimum capitatum var. perenne	2000	4000	no	yes
2042	Erysimum cheiranthoides	0	2500	no	no
2043	Erysimum cheiri	0	1500	no	no
2044	Erysimum franciscanum	0	500	yes	yes
2045	Erysimum insulare	0	300	no	yes
2046	Erysimum insulare ssp. insulare	0	300	yes	yes
2047	Erysimum insulare ssp. suffrutescens	0	150	yes	yes
2048	Erysimum menziesii	0	300	no	yes
2049	Erysimum menziesii ssp. concinnum	0	300	no	yes
2050	Erysimum menziesii ssp. eurekense	0	300	yes	yes
2051	Erysimum menziesii ssp. menziesii	0	300	yes	yes
2052	Erysimum menziesii ssp. yadonii	0	300	yes	yes
2053	Erysimum repandum	0	2000	no	no
2054	Erysimum teretifolium	200	400	yes	yes
2055	Euclidium syriacum	1200	1500	no	no
2056	Guillenia flavescens	80	750	yes	yes
2057	Guillenia lasiophylla	0	2500	no	yes
2058	Guillenia lemmonii	300	1600	yes	yes
2059	Halimolobos jaegeri	1500	2500	no	yes
2060	Halimolobos virgata	2000	3000	no	yes
2061	Hesperis matronalis	1000	1500	no	no
2062	Heterodraba unilateralis	0	800	no	yes
2063	Hirschfeldia incana	0	1600	no	no
2064	Hutchinsia procumbens	0	2600	no	yes
2065	Idahoa scapigera	600	1900	no	yes
2066	Isatis tinctoria	0	1000	no	no
2067	Lepidium campestre	900	1900	no	no
2068	Lepidium densiflorum	0	1800	no	yes
2069	Lepidium densiflorum var. densiflorum	0	1200	no	yes
2070	Lepidium densiflorum var. elongatum	700	1800	no	yes
2071	Lepidium densiflorum var. macrocarpum	0	2200	no	yes
2072	Lepidium densiflorum var. pubicarpum	0	1200	no	yes
2073	Lepidium densiflorum var. ramosum	0	800	no	yes
2074	Lepidium dictyotum	0	1000	no	yes
2075	Lepidium dictyotum var. acutidens	0	1000	no	yes
2076	Lepidium dictyotum var. dictyotum	0	1000	no	yes
2077	Lepidium flavum	0	1400	no	yes
2078	Lepidium flavum var. felipense	50	150	no	yes
2079	Lepidium flavum var. flavum	0	1400	no	yes
2080	Lepidium fremontii	0	1600	no	yes
2081	Lepidium fremontii var. fremontii	0	1600	no	yes
2082	Lepidium fremontii var. stipitatum	1200	1500	no	yes
2083	Lepidium heterophyllum	1000	1500	no	no
2084	Lepidium jaredii	0	500	yes	yes
2085	Lepidium lasiocarpum var. lasiocarpum	0	600	no	yes
2086	Lepidium latifolium	0	1900	no	no
2087	Lepidium latipes	0	800	no	yes
2088	Lepidium latipes var. heckardii	0	200	yes	yes
2089	Lepidium latipes var. latipes	0	800	yes	yes
2090	Lepidium montanum	800	2100	no	yes
2091	Lepidium montanum var. canescens	1300	2100	no	yes
2092	Lepidium montanum var. cinereum	800	1900	no	yes
2093	Lepidium montanum var. montanum	1400	1850	no	yes
2094	Lepidium nitidum	0	1500	no	yes
2095	Lepidium nitidum var. howellii	750	1500	no	yes
2096	Lepidium nitidum var. nitidum	0	1500	no	yes
2097	Lepidium nitidum var. oreganum	0	400	no	yes
2098	Lepidium oblongum	0	500	no	yes
2099	Lepidium oblongum var. insulare	0	200	yes	yes
2100	Lepidium oblongum var. oblongum	0	500	yes	yes
2101	Lepidium oxycarpum	0	600	yes	yes
2102	Lepidium perfoliatum	600	1500	no	no
2103	Lepidium pinnatifidum	0	200	no	no
2104	Lepidium ramosissimum var. bourgeauanum	0	1000	no	yes
2105	Lepidium strictum	0	300	no	yes
2106	Lepidium thurberi	0	1000	no	yes
2107	Lepidium virginicum	0	2400	no	yes
2108	Lepidium virginicum var. medium	0	2000	no	yes
2109	Lepidium virginicum var. pubescens	0	2400	no	yes
2110	Lepidium virginicum var. robinsonii	0	500	yes	yes
2111	Lepidium virginicum var. virginicum	0	2400	no	no
2112	Lesquerella kingii	1500	2750	no	yes
2113	Lesquerella kingii ssp. bernardina	1850	2150	yes	yes
2114	Lesquerella kingii ssp. kingii	1500	2750	no	yes
2115	Lesquerella kingii ssp. latifolia	1500	2300	no	yes
2116	Lesquerella occidentalis ssp. occidentalis	1600	3000	no	yes
2117	Lesquerella tenella	0	1200	no	yes
2118	Lobularia maritima	0	200	no	no
2119	Lunaria annua	0	200	no	no
2120	Lyrocarpa coulteri var. palmeri	0	600	no	yes
2121	Malcolmia africana	1250	2000	no	yes
2122	Matthiola incana	0	100	no	no
2123	Phoenicaulis cheiranthoides	1500	3200	no	yes
2124	Physaria chambersii	1500	2500	no	yes
2125	Polyctenium fremontii	1000	2000	no	yes
2126	Polyctenium fremontii var. confertum	1950	2050	no	yes
2127	Polyctenium fremontii var. fremontii	1000	1700	no	yes
2128	Raphanus raphanistrum	0	800	no	no
2129	Raphanus sativus	0	1000	no	no
2130	Rapistrum rugosum	0	200	no	no
2131	Rorippa austriaca	1200	2000	no	no
2132	Rorippa columbiae	1200	1800	no	yes
2133	Rorippa curvipes	0	2300	no	yes
2134	Rorippa curvipes var. curvipes	800	2300	no	yes
2135	Rorippa curvipes var. truncata	0	2300	no	yes
2136	Rorippa curvisiliqua	0	900	no	yes
2137	Rorippa gambelii	0	1250	no	no
2138	Rorippa nasturtium-aquaticum	0	2700	no	yes
2139	Rorippa palustris	0	2000	no	yes
2140	Rorippa palustris var. hispida	1200	1500	no	yes
2141	Rorippa palustris var. occidentalis	0	2000	no	yes
2142	Rorippa sinuata	900	1900	no	yes
2143	Rorippa sphaerocarpa	1200	2450	no	yes
2144	Rorippa subumbellata	1800	2500	no	yes
2145	Rorippa tenerrima	0	300	no	yes
2146	Sibara deserti	350	1300	no	yes
2147	Sibara filifolia	0	100	yes	yes
2148	Sibara rosulata	250	950	no	yes
2149	Sibara virginica	0	300	no	yes
2150	Sinapis alba	0	1000	no	no
2151	Sinapis arvensis	0	500	no	no
2152	Sisymbrium altissimum	0	2500	no	no
2153	Sisymbrium erysimoides	0	300	no	no
2154	Sisymbrium irio	0	800	no	no
2155	Sisymbrium loeselii	1200	2000	no	no
2156	Sisymbrium officinale	0	2200	no	no
2157	Sisymbrium orientale	0	1000	no	no
2158	Smelowskia ovalis var. congesta	2900	3100	yes	yes
2159	Stanleya elata	1300	2000	no	yes
2160	Stanleya pinnata	0	1850	no	yes
2161	Stanleya pinnata var. inyoensis	850	1000	no	yes
2162	Stanleya pinnata var. pinnata	0	1850	no	yes
2163	Stanleya viridiflora	1250	1350	no	yes
2164	Streptanthella longirostris	0	2000	no	yes
2165	Streptanthus albidus	150	800	no	yes
2166	Streptanthus albidus ssp. albidus	150	800	yes	yes
2167	Streptanthus albidus ssp. peramoenus	150	800	yes	yes
2168	Streptanthus barbatus	800	2200	yes	yes
2169	Streptanthus barbiger	200	500	yes	yes
2170	Streptanthus batrachopus	0	650	yes	yes
2171	Streptanthus bernardinus	1200	2500	yes	yes
2172	Streptanthus brachiatus	600	900	no	yes
2173	Streptanthus brachiatus ssp. brachiatus	600	900	yes	yes
2174	Streptanthus brachiatus ssp. hoffmanii	600	900	yes	yes
2175	Streptanthus breweri	250	1700	no	yes
2176	Streptanthus breweri var. breweri	250	1700	yes	yes
2177	Streptanthus breweri var. hesperidis	250	600	yes	yes
2178	Streptanthus callistus	550	650	yes	yes
2179	Streptanthus campestris	900	2300	yes	yes
2180	Streptanthus cordatus	1200	3100	no	yes
2181	Streptanthus cordatus var. cordatus	1400	2800	no	yes
2182	Streptanthus cordatus var. duranii	1800	3100	no	yes
2183	Streptanthus cordatus var. piutensis	1200	1650	yes	yes
2184	Streptanthus diversifolius	0	1600	yes	yes
2185	Streptanthus drepanoides	400	1600	yes	yes
2186	Streptanthus farnsworthianus	400	1300	yes	yes
2187	Streptanthus fenestratus	1200	1750	yes	yes
2188	Streptanthus glandulosus	15	1300	no	yes
2189	Streptanthus glandulosus ssp. glandulosus	200	1300	yes	yes
2190	Streptanthus glandulosus ssp. pulchellus	150	800	yes	yes
2191	Streptanthus glandulosus ssp. secundus	15	800	yes	yes
2192	Streptanthus gracilis	2800	3500	yes	yes
2193	Streptanthus hispidus	600	1200	yes	yes
2194	Streptanthus howellii	600	1500	yes	yes
2195	Streptanthus insignis	200	1400	no	yes
2196	Streptanthus insignis ssp. insignis	200	1400	yes	yes
2197	Streptanthus insignis ssp. lyonii	500	600	yes	yes
2198	Streptanthus morrisonii	150	1000	yes	yes
2199	Streptanthus niger	0	150	yes	yes
2200	Streptanthus oliganthus	2100	2800	no	yes
2201	Streptanthus polygaloides	200	1100	yes	yes
2202	Streptanthus tortuosus	200	3500	no	yes
2203	Streptanthus tortuosus var. flavescens	2600	3200	yes	yes
2204	Streptanthus tortuosus var. orbiculatus	1900	3500	yes	yes
2205	Streptanthus tortuosus var. suffrutescens	200	850	yes	yes
2206	Streptanthus tortuosus var. tortuosus	300	2200	yes	yes
2207	Subularia aquatica var. americana	2000	3100	no	yes
2208	Teesdalia coronopifolia	0	100	no	no
2209	Thelypodium brachycarpum	800	2320	no	yes
2210	Thelypodium crispum	1300	3000	no	yes
2211	Thelypodium flexuosum	900	1800	no	yes
2212	Thelypodium howellii ssp. howellii	1200	1550	no	yes
2213	Thelypodium integrifolium	700	2500	no	yes
