id	taxon	N	country	state	county	place.name	collection	accession	notes	created.by	created.date	modified.by	modified.date	source.family	source.taxon	source.genus	source.species	source.subspp.taxa	source.original.location	collection.type	collection.date	source.N	sun_shade	RefFile	RefRecord	Notes	blade_area_cm2	specific_leaf_area_cm2_g-1	blade_length_cm	blade_width_cm	leaf_thickness_micron	Num_lflets
648	Pomaderris elliptica	3	New Zealand	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris elliptica	Pomaderris	elliptica		New Zealand	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	139				5.10	2.43		1
649	Pomaderris elliptica	3	New Zealand	NA	NA	NA	UCJEP	4		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris elliptica	Pomaderris	elliptica		New Zealand	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	140				4.57	2.33		1
650	Pomaderris ferruginea	3	Australia	New South Wales	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris ferruginea	Pomaderris	ferruginea		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	143		3.43	79.91	6.30	1.67		1
651	Pomaderris ferruginea	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris ferruginea	Pomaderris	ferruginea		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	142		1.02	60.95	9.43	2.97		1
652	Pomaderris ferruginea	3	Australia	New South Wales	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris ferruginea	Pomaderris	ferruginea		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	144				6.57	1.97		1
653	Pomaderris flavelare	3	NA	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris flavelare	Pomaderris	flavelare			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	146		0.13	40.72	0.40	0.47		1
654	Pomaderris forrestina	3	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris forrestina	Pomaderris	forrestina		South Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	145		0.23	51.97	0.50	0.53		1
655	Pomaderris kumeraho	3	NA	NA	NA	NA	UCSC	83.186		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris kumeraho	Pomaderris	kumeraho			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	46		4.59	72.40	3.43	1.53		1
656	Pomaderris lanigera	3	NA	NA	NA	NA	UCSC	98.329		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris lanigera	Pomaderris	lanigera			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	47		7.63	55.86	4.60	2.00		1
657	Pomaderris lanigera	3	Australia	New South Wales	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris lanigera	Pomaderris	lanigera		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	149				8.20	3.00		1
658	Pomaderris lanigera	3	India	NA	NA	South Madura District	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris lanigera	Pomaderris	lanigera		India (South, Madura district)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	147				4.80	2.07		1
659	Pomaderris lanigera	3	India	NA	NA	South Madura District	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris lanigera	Pomaderris	lanigera		India (South, Madura district)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	148				6.13	1.87		1
660	Pomaderris lanuginosa	3	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris lanuginosa	Pomaderris	lanuginosa		South Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	150		0.61	58.18	1.77	1.20		1
661	Pomaderris ledifolia	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris ledifolia	Pomaderris	ledifolia		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	151		0.13	41.98	0.47	0.20		1
662	Pomaderris ligustrica	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris ligustrica	Pomaderris	ligustrica		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	152				2.77	1.23		1
663	Pomaderris ligustrica	3	Australia	New South Wales	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris ligustrica	Pomaderris	ligustrica		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	153				5.53	1.87		1
664	Pomaderris obcordata	10	NA	NA	NA	NA	UCSC	87.249		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris obcordata	Pomaderris	obcordata			botanic garden	8/17/01	10	Sun	LfDat01.xls/UCSC.2001	48		0.25	61.38	0.63	0.37		1
665	Pomaderris obcordata	3	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris obcordata	Pomaderris	obcordata		South Australia	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	154		0.14	50.83	0.53	0.37		1
666	Pomaderris obcordata	3	NA	NA	NA	NA	UCJEP	3		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris obcordata	Pomaderris	obcordata			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	156		0.29	48.31	1.07	0.40		1
667	Pomaderris obcordata	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris obcordata	Pomaderris	obcordata			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	155		0.09	36.58	0.57	0.33		1
668	Pomaderris oraria	4	NA	NA	NA	NA	UCSC	94.387		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris oraria	Pomaderris	oraria			botanic garden	8/17/01	4	Sun	LfDat01.xls/UCSC.2001	41		3.04	27.06	3.47	1.77		1
669	Pomaderris oraria	4	NA	NA	NA	NA	UCSC	95.213		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris oraria	Pomaderris	oraria			botanic garden	8/17/01	4	Shade	LfDat01.xls/UCSC.2001	49	shade	4.70	64.80	2.63	1.93		1
670	Pomaderris paniculosa	8	Australia	South Australia	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris paniculosa	Pomaderris	paniculosa		South Australia	herbarium	00xxxx	8	Sun	LfDat00.xls/UCJEP.2000	157		0.94	56.63	1.77	1.37		1
671	Pomaderris paniculosa	3	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris paniculosa	Pomaderris	paniculosa			herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	158		1.20	31.83	1.23	1.07		1
672	Pomaderris parvifolia	3	Australia	South Australia	NA	Adelaide	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris parvifolia	Pomaderris	parvifolia		South Australia, Adelaide	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	159				0.93	0.70		1
673	Pomaderris phillyroides	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris phillyroides	Pomaderris	phillyroides		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	163		1.44	24.23	2.00	0.47		1
674	Pomaderris phillyroides	3	Australia	New South Wales	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris phillyroides	Pomaderris	phillyroides		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	164				2.97	1.00		1
675	Pomaderris phylaecifolia	8	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris phylaecifolia	Pomaderris	phylaecifolia		Australia (New South Wales)	herbarium	00xxxx	8	Sun	LfDat00.xls/UCJEP.2000	162		0.74	234.33	1.25	0.30		1
676	Pomaderris phylaecifolia	3	New Zealand	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris phylaecifolia	Pomaderris	phylaecifolia		New Zealand	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	160		0.04	53.72	0.37	0.10		1
677	Pomaderris phylaecifolia	1	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris phylaecifolia	Pomaderris	phylaecifolia			herbarium	00xxxx	1	Sun	LfDat00.xls/UCJEP.2000	161		0.31	61.04				1
678	Pomaderris prunifolia var. edgerleyi	3	NA	NA	NA	NA	UCBG	940208		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris prunifolia var. edgerleyi	Pomaderris	prunifolia	var._edgerleyi		botanic garden	00xxxx	3	Sun	LfDat00.xls/UCBG.2000	25		5.55	68.49	4.63	1.50	200.02	1
679	Pomaderris prunifolia var. edgerleyi	5	NA	NA	NA	NA	UCBG	95.0208		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris prunifolia var. edgerleyi	Pomaderris	prunifolia	var._edgerleyi		botanic garden	06/19/01	5	Sun	LfDat01.xls/UCBG.2001	86		3.77	61.88	4.10	1.23		1
680	Pomaderris prunifolia var. prunifolia	3	NA	NA	NA	NA	UCSC	95.214		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris prunifolia var. prunifolia	Pomaderris	prunifolia	var._prunifolia		botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	50	var name added by default	4.53	64.65	3.47	1.60		1
681	Pomaderris prunifolia var. prunifolia	3	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris prunifolia var. prunifolia	Pomaderris	prunifolia	var._prunifolia	Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	165	var name added by default	1.32	45.10	1.80	0.80		1
682	Pomaderris prunifolia var. prunifolia	6	NA	NA	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris prunifolia var. prunifolia	Pomaderris	prunifolia	var._prunifolia		herbarium	00xxxx	6	Sun	LfDat00.xls/UCJEP.2000	166	var name added by default	0.96	49.14	1.70	0.83		1
683	Pomaderris rugosa	9	NA	NA	NA	NA	UCSC	84.123		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris rugosa	Pomaderris	rugosa			botanic garden	8/17/01	9	Sun	LfDat01.xls/UCSC.2001	51		1.88	56.34	2.97	0.73		1
684	Pomaderris rugosa	4	New Zealand	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris rugosa	Pomaderris	rugosa		New Zealand	herbarium	00xxxx	4	Sun	LfDat00.xls/UCJEP.2000	167		1.39	45.40	2.93	0.73		1
685	Pomaderris sieberiana	2	Australia	New South Wales	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris sieberiana	Pomaderris	sieberiana		Australia (New South Wales)	herbarium	00xxxx	2	Sun	LfDat00.xls/UCJEP.2000	168		5.14	44.93	3.05			1
686	Pomaderris species	3	NA	NA	NA	NA	UCSC	84.214		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris species	Pomaderris	species			botanic garden	8/17/01	3	Sun	LfDat01.xls/UCSC.2001	39		3.21	68.69	2.40	1.40		1
687	Pomaderris subrepandum	4	Australia	South Australia	NA	Victoria	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris subrepandum	Pomaderris	subrepandum		South Australia (Victoria)	herbarium	00xxxx	4	Sun	LfDat00.xls/UCJEP.2000	169		0.59	108.12	0.85	0.60		1
688	Pomaderris vetulina	3	Australia	New South Wales	NA	NA	UCJEP	2		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris vetulina	Pomaderris	vetulina		Australia (New South Wales)	herbarium	00xxxx	3	Sun	LfDat00.xls/UCJEP.2000	171							1
689	Pomaderris vetulina	2	NA	NA	NA	NA	UCJEP	1		D. Ackerly	7/13/06			RHAMNACEAE	Pomaderris vetulina	Pomaderris	vetulina			herbarium	00xxxx	2	Sun	LfDat00.xls/UCJEP.2000	170		0.80	57.80	1.25	0.70		1
690	Prinsepia sinensis	5	NA	NA	NA	NA	WPA	322-64*A		D. Ackerly	7/13/06			ROSACEAE	Prinsepia sinensis	Prinsepia	sinensis			botanic garden	09/07/01	5	Shade	LfDat01.xls/WPA.2001	98	shade, evergreen?	10.16	267.37	7.70	1.97		1
691	Prinsepia sinensis	3	NA	NA	NA	NA	WPA	824-58*A		D. Ackerly	7/13/06			ROSACEAE	Prinsepia sinensis	Prinsepia	sinensis			botanic garden	09/07/01	3	Shade	LfDat01.xls/WPA.2001	99	shade, evergreen?	5.37	230.17	6.47	1.40		1
692	Prunus adenopoda	2	Indonesia	Java	NA	NA	UCJEP	UC236897		D. Ackerly	7/13/06			ROSACEAE	Prunus adenopoda	Prunus	adenopoda		Java	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	34		21.94	93.83				1
693	Prunus americana	4	NA	NA	NA	NA	UCBG	90.1846		D. Ackerly	7/13/06			ROSACEAE	Prunus americana	Prunus	americana			botanic garden	06/19/01	4	Sun	LfDat01.xls/UCBG.2001	88		20.87	177.35	9.03	3.93		1
694	Prunus americana	4	NA	NA	NA	NA	UCBG	86.0118		D. Ackerly	7/13/06			ROSACEAE	Prunus americana	Prunus	americana			botanic garden	06/19/01	4	Sun	LfDat01.xls/UCBG.2001	87	NOT clearly marked in garden; dark bark with lenticels, check herb specimens for comp	8.91	142.69	6.30	2.47		1
695	Prunus andersonii	4	USA	NV	NA	NA	UCJEP	11455		D. Ackerly	7/13/06			ROSACEAE	Prunus andersonii	Prunus	andersonii		N. Am., Nevada	herbarium	11/20/01	4	Sun	LFDat01.xls/UCJep11.20.01	35		0.44	82.37				1
696	Prunus andersonii	20	USA	NV	NA	NA	UCJEP	671623		D. Ackerly	7/13/06			ROSACEAE	Prunus andersonii	Prunus	andersonii		N. Am., Nevada	herbarium	11/20/01	20	Sun	LFDat01.xls/UCJep11.20.01	36		0.62	75.11				1
697	Prunus andersonii	7	USA	NV	NA	NA	UCJEP	176237		D. Ackerly	7/13/06			ROSACEAE	Prunus andersonii	Prunus	andersonii		N. Am. Nevada	herbarium	11/20/01	7	Sun	LFDat01.xls/UCJep11.20.01	37		0.49	72.19				1
698	Prunus annularis		NA	NA	NA	NA	UCJEP	UCM012500		D. Ackerly	7/13/06			ROSACEAE	Prunus annularis	Prunus	annularis			herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	38				13.00	6.00		1
699	Prunus arborea		NA	NA	NA	Celebes	UCJEP	UC1612505		D. Ackerly	7/13/06			ROSACEAE	Prunus arborea	Prunus	arborea		Celebes	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	40			74.06	11.00	3.33		1
700	Prunus arborea		Malaysia	NA	NA	NA	UCJEP	UC1358087		D. Ackerly	7/13/06			ROSACEAE	Prunus arborea	Prunus	arborea		Malaya	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	39			49.34	6.33	3.30		1
701	Prunus armeniaca		China	NA	NA	NA	UCJEP	UC599325		D. Ackerly	7/13/06			ROSACEAE	Prunus armeniaca	Prunus	armeniaca		China	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	41			111.59	5.63	3.53		1
702	Prunus avium	3	Denmark	NA	NA	NA	UCJEP	UC1385994		D. Ackerly	7/13/06			ROSACEAE	Prunus avium	Prunus	avium		Denmark	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	42		16.16	239.06	9.33	5.67		1
703	Prunus brachybotrya	3	NA	NA	NA	NA	UCBG	77.0002		D. Ackerly	7/13/06			ROSACEAE	Prunus brachybotrya	Prunus	brachybotrya			botanic garden	06/19/01	3	Sun	LfDat01.xls/UCBG.2001	89		38.53	120.53	12.50	4.97		1
704	Prunus brachybotrya		Mexico	NA	NA	NA	UCJEP	UCM098315		D. Ackerly	7/13/06			ROSACEAE	Prunus brachybotrya	Prunus	brachybotrya		Mexico	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	43			101.24	6.60	2.73		1
705	Prunus brachybotrya		Mexico	Vera Cruz	NA	NA	UCJEP	UC1590858		D. Ackerly	7/13/06			ROSACEAE	Prunus brachybotrya	Prunus	brachybotrya		Vera Cruz, MX	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	44			67.64	10.67	4.67		1
706	Prunus brasiliensis	3	Argentina	NA	NA	NA	UCJEP	1391308		D. Ackerly	7/13/06			ROSACEAE	Prunus brasiliensis	Prunus	brasiliensis		Argentina	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	46		8.98	68.55				1
707	Prunus brasiliensis	2	Brazil	NA	NA	NA	UCJEP	1431433		D. Ackerly	7/13/06			ROSACEAE	Prunus brasiliensis	Prunus	brasiliensis		Brasil	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	45		16.05	128.92				1
708	Prunus brasiliensis		Brazil	NA	NA	NA	UCJEP	M230317		D. Ackerly	7/13/06			ROSACEAE	Prunus brasiliensis	Prunus	brasiliensis		Brasil	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	47			93.44	10.10	4.13		1
709	Prunus brigantina	5	NA	NA	NA	NA	WPA	364-62*A		D. Ackerly	7/13/06			ROSACEAE	Prunus brigantina	Prunus	brigantina			botanic garden	09/07/01	5	Sun	LfDat01.xls/WPA.2001	103		17.77	341.78	6.57	4.30		1
710	Prunus brittoniana		Bolivia	NA	NA	NA	UCJEP	394847		D. Ackerly	7/13/06			ROSACEAE	Prunus brittoniana	Prunus	brittoniana		Bolivia	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	48			64.56	7.53	3.40		1
711	Prunus bucharica	3	USSR?	NA	NA	Turcomania	UCJEP	UC1503864		D. Ackerly	7/13/06			ROSACEAE	Prunus bucharica	Prunus	bucharica		Turcomania USSR ?	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	49		5.14	90.80				1
712	Prunus buergeriana	2	NA	NA	NA	Harshu	UCJEP	UCM173313		D. Ackerly	7/13/06			ROSACEAE	Prunus buergeriana	Prunus	buergeriana		Harshu	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	51		7.07	170.38	6.83	3.27		1
713	Prunus buergeriana	3	Japan	NA	NA	NA	UCJEP	UC955713		D. Ackerly	7/13/06			ROSACEAE	Prunus buergeriana	Prunus	buergeriana		Japan	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	50		6.35	205.57				1
714	Prunus campanulata	3	NA	NA	NA	NA	SABG	99-0102		D. Ackerly	7/13/06			ROSACEAE	Prunus campanulata	Prunus	campanulata			botanic garden	11/02/01	3	Sun	Strybing110201.xls/data	26		49.82	91.75				1
715	Prunus capuli		Mexico	Chiapas	NA	NA	UCJEP	UCM172679		D. Ackerly	7/13/06			ROSACEAE	Prunus capuli	Prunus	capuli		Chiapas	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	52			93.99	7.90	3.20		1
716	Prunus capuli		Mexico	Jalisco	NA	NA	UCJEP	UC1589299		D. Ackerly	7/13/06			ROSACEAE	Prunus capuli	Prunus	capuli		Jalisco, Mexico	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	56			97.15	9.00	3.87		1
717	Prunus capuli	3	Mexico	NA	NA	NA	UCJEP	UC284632		D. Ackerly	7/13/06			ROSACEAE	Prunus capuli	Prunus	capuli		Mexico	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	53		24.66	169.76				1
718	Prunus capuli	1	Mexico	Michoacan	NA	NA	UCJEP	UCM306665		D. Ackerly	7/13/06			ROSACEAE	Prunus capuli	Prunus	capuli		Michoacan	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	55		13.14	205.89	8.17	3.00		1
719	Prunus capuli	2	Mexico	Puebla	NA	NA	UCJEP	UC136945		D. Ackerly	7/13/06			ROSACEAE	Prunus capuli	Prunus	capuli		Puebla, MX	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	54		6.28	183.33	5.83	2.17		1
720	Prunus caroliniana	4	USA	CA	NA	Dougherty CA	UCJEP	UC562951		D. Ackerly	7/13/06			ROSACEAE	Prunus caroliniana	Prunus	caroliniana		Dougherty CA	herbarium	11/20/01	4	Sun	LFDat01.xls/UCJep11.20.01	57	x 1.2 to get the average leaf area	16.78	97.67				1
721	Prunus caroliniana	1	USA	FL	NA	NA	UCJEP	UC860307		D. Ackerly	7/13/06			ROSACEAE	Prunus caroliniana	Prunus	caroliniana		Florida	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	60		9.70	107.06				1
722	Prunus caroliniana		USA	FL	NA	NA	UCJEP	UC1350992		D. Ackerly	7/13/06			ROSACEAE	Prunus caroliniana	Prunus	caroliniana		Florida	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	58			75.00	7.00	3.00		1
723	Prunus caroliniana	3	USA	AL	Lee	NA	UCJEP	UC171814		D. Ackerly	7/13/06			ROSACEAE	Prunus caroliniana	Prunus	caroliniana		Lee Co. AL	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	59		12.47	103.63				1
724	Prunus cerasifera	1	Sweden	NA	NA	NA	UCJEP	UC919981		D. Ackerly	7/13/06			ROSACEAE	Prunus cerasifera	Prunus	cerasifera		Sweeden	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	61		11.03	102.96				1
725	Prunus cerasifera	3	NA	NA	NA	Transcaucasia	UCJEP	UC615735		D. Ackerly	7/13/06			ROSACEAE	Prunus cerasifera	Prunus	cerasifera		Transcaucasia	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	62		3.83	113.05				1
726	Prunus cerasoides	3	NA	NA	NA	NA	UCBG	76.0217		D. Ackerly	7/13/06			ROSACEAE	Prunus cerasoides	Prunus	cerasoides			botanic garden	07/24/01	3	Sun	LfDat01.xls/UCBG.2001	193		41.12	69.75	12.73	4.87		1
727	Prunus cerasus	1	Switzerland	NA	NA	NA	UCJEP	UCM075023		D. Ackerly	7/13/06			ROSACEAE	Prunus cerasus	Prunus	cerasus		Switzerland	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	63		7.65	114.66	9.00	4.50		1
728	Prunus chamissoana		Argentina	NA	NA	NA	UCJEP	1619424		D. Ackerly	7/13/06			ROSACEAE	Prunus chamissoana	Prunus	chamissoana		Argentina	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	64			80.01	10.33	3.67		1
729	Prunus cornifolia		Costa Rica	NA	NA	NA	UCJEP	UCM214715		D. Ackerly	7/13/06			ROSACEAE	Prunus cornifolia	Prunus	cornifolia		Costa Rica	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	66			120.12	8.23	4.03		1
730	Prunus cornifolia		Costa Rica	NA	NA	NA	UCJEP	UCM214589		D. Ackerly	7/13/06			ROSACEAE	Prunus cornifolia	Prunus	cornifolia		Costa Rica	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	65			78.91	6.77	2.77		1
731	Prunus cortapico		Mexico?	NA	NA	Colina	UCJEP	UC1584342		D. Ackerly	7/13/06			ROSACEAE	Prunus cortapico	Prunus	cortapico		Colina	herbarium	11/20/01		Sun	LFDat01.xls/UCJep11.20.01	67			79.98	12.10	5.83		1
732	Prunus dielsiana	3	NA	NA	NA	NA	WPA	640-52*B		D. Ackerly	7/13/06			ROSACEAE	Prunus dielsiana	Prunus	dielsiana			botanic garden	09/07/01	3	Sun	LfDat01.xls/WPA.2001	104		75.29	102.21	17.20	6.63		1
733	Prunus domestica	3	Sweden	NA	NA	NA	UCJEP	UCM277277		D. Ackerly	7/13/06			ROSACEAE	Prunus domestica	Prunus	domestica		Sweeden	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	68		5.57	195.55				1
734	Prunus dulcis	3	Afghanistan	NA	NA	NA	UCJEP	UCM037530		D. Ackerly	7/13/06			ROSACEAE	Prunus dulcis	Prunus	dulcis		Afghanistan	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	69		3.40	96.64				1
735	Prunus dulcis	1	Algeria	NA	NA	NA	UCJEP	UC595224		D. Ackerly	7/13/06			ROSACEAE	Prunus dulcis	Prunus	dulcis		Algeria	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	70		18.11	165.54				1
736	Prunus emarginata	4	NA	NA	NA	NA	UCBG	82.1648		D. Ackerly	7/13/06			ROSACEAE	Prunus emarginata	Prunus	emarginata			botanic garden	07/24/01	4	Shade	LfDat01.xls/UCBG.2001	194	shade	3.88	167.78	3.13	1.50		1
737	Prunus emarginata	2	Canada	British Columbia	NA	NA	UCJEP	545150		D. Ackerly	7/13/06			ROSACEAE	Prunus emarginata	Prunus	emarginata		British Columbia (N.Am)	herbarium	11/20/01	2	Sun	LFDat01.xls/UCJep11.20.01	72		6.85	153.72				1
738	Prunus emarginata	1	USA	NV	NA	NA	UCJEP	M035561		D. Ackerly	7/13/06			ROSACEAE	Prunus emarginata	Prunus	emarginata		N. Am. Nevada	herbarium	11/20/01	1	Sun	LFDat01.xls/UCJep11.20.01	73		8.27	136.23	6.80	4.03		1
739	Prunus emarginata	3	USA	NV	NA	NA	UCJEP	861025		D. Ackerly	7/13/06			ROSACEAE	Prunus emarginata	Prunus	emarginata		N. Am. Nevada	herbarium	11/20/01	3	Sun	LFDat01.xls/UCJep11.20.01	71		3.16	124.43				1
740	Prunus fasciculata	11	Mexico	Baja CA	NA	NA	UCJEP	UC1445030		D. Ackerly	7/13/06			ROSACEAE	Prunus fasciculata	Prunus	fasciculata		Baja Ca, Mexico	herbarium	11/20/01	11	Sun	LFDat01.xls/UCJep11.20.01	77		0.16	107.56				1
741	Prunus fasciculata	8	Mexico	Baja CA	NA	NA	UCJEP	UC1384537		D. Ackerly	7/13/06			ROSACEAE	Prunus fasciculata	Prunus	fasciculata		Baja Ca, Mexico	herbarium	11/20/01	8	Sun	LFDat01.xls/UCJep11.20.01	78		0.11	82.64				1
742	Prunus fasciculata	15	USA	NV	NA	NA	UCJEP	898936		D. Ackerly	7/13/06			ROSACEAE	Prunus fasciculata	Prunus	fasciculata		N. Am. Nevada	herbarium	11/20/01	15	Sun	LFDat01.xls/UCJep11.20.01	76		0.18	108.57				1
743	Prunus fasciculata	25	USA	NV	NA	NA	UCJEP	127590		D. Ackerly	7/13/06			ROSACEAE	Prunus fasciculata	Prunus	fasciculata		Nevada	herbarium	11/20/01	25	Sun	LFDat01.xls/UCJep11.20.01	74		0.11	82.95				1
744	Prunus fasciculata	30	USA	UT	NA	NA	UCJEP	861041		D. Ackerly	7/13/06			ROSACEAE	Prunus fasciculata	Prunus	fasciculata		Utah	herbarium	11/20/01	30	Sun	LFDat01.xls/UCJep11.20.01	75		0.13	99.14				1
