id	taxon	LowEl	HighEl
4511	Clarkia lewisii	0	300
4512	Clarkia lingulata	400	500
4513	Clarkia mildrediae	500	1600
4514	Clarkia modesta	0	1000
4515	Clarkia mosquinii	500	4100
4516	Clarkia mosquinii ssp. mosquinii	500	4100
4517	Clarkia mosquinii ssp. xerophylla	100	200
4518	Clarkia prostrata	0	100
4519	Clarkia purpurea	0	1500
4520	Clarkia purpurea ssp. purpurea	0	100
4521	Clarkia purpurea ssp. quadrivulnera	0	1500
4522	Clarkia purpurea ssp. viminea	0	1500
4523	Clarkia rhomboidea	0	2500
4524	Clarkia rostrata	500	4100
4525	Clarkia rubicunda	0	500
4526	Clarkia similis	0	1000
4527	Clarkia speciosa	0	700
4528	Clarkia speciosa ssp. immaculata	0	100
4529	Clarkia speciosa ssp. nitens	0	700
4530	Clarkia speciosa ssp. polyantha	0	700
4531	Clarkia speciosa ssp. speciosa	0	500
4532	Clarkia springvillensis	500	4100
4533	Clarkia stellata	1000	1500
4534	Clarkia tembloriensis	100	500
4535	Clarkia tembloriensis ssp. calientensis	500	4100
4536	Clarkia tembloriensis ssp. tembloriensis	100	500
4537	Clarkia unguiculata	0	1500
4538	Clarkia virgata	400	1100
4539	Clarkia williamsonii	400	2000
4540	Clarkia xantiana	500	2000
4541	Clarkia xantiana ssp. parviflora	1000	1500
4542	Clarkia xantiana ssp. xantiana	500	2000
4543	Epilobium anagallidifolium	2100	3700
4544	Epilobium angustifolium ssp. circumvagum	0	3300
4545	Epilobium brachycarpum	0	3300
4546	Epilobium canum	0	3000
4547	Epilobium canum ssp. canum	0	1500
4548	Epilobium canum ssp. latifolium	2900	3100
4549	Epilobium ciliatum	0	4100
4550	Epilobium ciliatum ssp. ciliatum	0	4100
4551	Epilobium ciliatum ssp. glandulosum	0	3500
4552	Epilobium ciliatum ssp. watsonii	0	400
4553	Epilobium clavatum	1200	3600
4554	Epilobium cleistogamum	0	300
4555	Epilobium densiflorum	0	2600
4556	Epilobium foliosum	20	1500
4557	Epilobium glaberrimum	600	3800
4558	Epilobium glaberrimum ssp. fastigiatum	1200	3800
4559	Epilobium glaberrimum ssp. glaberrimum	600	3000
4560	Epilobium hallianum	600	3200
4561	Epilobium hornemannii ssp. hornemannii	1500	3400
4562	Epilobium howellii	2000	2700
4563	Epilobium lactiflorum	1400	3300
4564	Epilobium latifolium	2500	3100
4565	Epilobium leptophyllum	1900	2100
4566	Epilobium luteum	1500	4100
4567	Epilobium minutum	100	1600
4568	Epilobium nivium	1500	2500
4569	Epilobium obcordatum	1900	4000
4570	Epilobium oreganum	500	1600
4571	Epilobium oregonense	1700	3600
4572	Epilobium pallidum	0	1800
4573	Epilobium palustre	2200	4100
4574	Epilobium pygmaeum	0	2500
4575	Epilobium rigidum	100	1200
4576	Epilobium saximontanum	1400	3500
4577	Epilobium septentrionale	100	1800
4578	Epilobium siskiyouense	1700	2500
4579	Epilobium torreyi	0	2600
4580	Gaura coccinea	900	1600
4581	Gaura drummondii	0	300
4582	Gaura parviflora	0	400
4583	Gaura sinuata	0	1000
4584	Gayophytum decipiens	1800	4200
4585	Gayophytum diffusum	800	3700
4586	Gayophytum diffusum ssp. diffusum	800	3700
4587	Gayophytum diffusum ssp. parviflorum	800	3700
4588	Gayophytum eriospermum	100	3000
4589	Gayophytum heterozygum	800	3000
4590	Gayophytum humile	800	3000
4591	Gayophytum oligospermum	1300	2800
4592	Gayophytum racemosum	1000	4000
4593	Gayophytum ramosissimum	500	3000
4594	Ludwigia hexapetala	0	300
4595	Ludwigia palustris	0	1000
4596	Ludwigia peploides	0	900
4597	Ludwigia peploides ssp. montevidensis	0	500
4598	Ludwigia peploides ssp. peploides	0	900
4599	Ludwigia repens	0	900
4600	Oenothera biennis	0	300
4601	Oenothera caespitosa	1100	3400
4602	Oenothera caespitosa ssp. crinita	1100	3400
4603	Oenothera caespitosa ssp. marginata	0	2400
4604	Oenothera californica	0	2500
4605	Oenothera californica ssp. avita	800	2500
4606	Oenothera californica ssp. californica	0	1900
4607	Oenothera californica ssp. eurekensis	900	1200
4608	Oenothera deltoides	0	1800
4609	Oenothera deltoides ssp. cognata	0	700
4610	Oenothera deltoides ssp. deltoides	0	1100
4611	Oenothera deltoides ssp. howellii	0	100
4612	Oenothera deltoides ssp. piperi	800	1800
4613	Oenothera elata	0	2800
4614	Oenothera elata ssp. hirsutissima	0	2800
4615	Oenothera elata ssp. hookeri	0	200
4616	Oenothera flava ssp. flava	900	1600
4617	Oenothera glazioviana	0	500
4618	Oenothera laciniata	0	500
4619	Oenothera longissima	1000	1700
4620	Oenothera primiveris	0	1400
4621	Oenothera primiveris ssp. bufonis	0	1400
4622	Oenothera primiveris ssp. primiveris	0	1400
4623	Oenothera pubescens	600	4100
4624	Oenothera rosea	0	500
4625	Oenothera speciosa	0	500
4626	Oenothera stricta ssp. stricta	0	500
4627	Oenothera villosa ssp. strigosa	500	2000
4628	Oenothera wolfii	0	100
4629	Oenothera xylocarpa	2200	3100
4630	Boschniakia hookeri	0	300
4631	Boschniakia strobilacea	0	3000
4632	Orobanche bulbosa	0	1700
4633	Orobanche californica	0	2500
4634	Orobanche californica ssp. californica	0	200
4635	Orobanche californica ssp. feudgei	700	2500
4636	Orobanche californica ssp. grandis	0	2500
4637	Orobanche californica ssp. grayana	1200	1800
4638	Orobanche californica ssp. jepsonii	0	2200
4639	Orobanche cooperi	0	500
4640	Orobanche corymbosa	1200	2800
4641	Orobanche fasciculata	0	3300
4642	Orobanche parishii	0	2800
4643	Orobanche parishii ssp. brachyloba	0	300
4644	Orobanche parishii ssp. parishii	0	2800
4645	Orobanche pinorum	0	2100
4646	Orobanche ramosa	0	100
4647	Orobanche uniflora	0	3100
4648	Orobanche valida	0	2000
4649	Orobanche valida ssp. howellii	200	1700
4650	Orobanche valida ssp. valida	1200	2000
4651	Orobanche vallicola	0	300
4652	Oxalis albicans	0	700
4653	Oxalis albicans ssp. californica	0	700
4654	Oxalis albicans ssp. pilosa	0	200
4655	Oxalis corniculata	0	2500
4656	Oxalis hirta	0	100
4657	Oxalis incarnata	0	200
4658	Oxalis latifolia	0	100
4659	Oxalis laxa	0	1000
4660	Oxalis oregana	0	1000
4661	Oxalis pes-caprae	0	500
4662	Oxalis purpurea	0	100
4663	Oxalis rubra	0	100
4664	Oxalis suksdorfii	0	700
4665	Oxalis trilliifolia	0	1500
4666	Paeonia brownii	200	3000
4667	Paeonia californica	200	1500
4668	Arctomecon merriamii	900	1400
4669	Argemone corymbosa	400	1100
4670	Argemone munita	0	3000
4671	Canbya candida	600	1200
4672	Corydalis aurea	1500	2300
4673	Corydalis caseana ssp. caseana	2400	5400
4674	Dendromecon harfordii	0	600
4675	Dendromecon rigida	0	1800
4676	Dicentra chrysantha	0	1800
4677	Dicentra formosa	0	2200
4678	Dicentra nevadensis	2200	3000
4679	Dicentra ochroleuca	0	800
4680	Dicentra pauciflora	1200	3000
4681	Dicentra uniflora	1600	3700
4682	Eschscholzia caespitosa	0	1500
4683	Eschscholzia californica	0	2000
4684	Eschscholzia glyptosperma	0	1500
4685	Eschscholzia hypecoides	500	1500
4686	Eschscholzia lemmonii	200	1000
4687	Eschscholzia lemmonii ssp. kernensis	200	1000
4688	Eschscholzia lemmonii ssp. lemmonii	200	1000
4689	Eschscholzia lobbii	0	600
4690	Eschscholzia minutiflora	0	2000
4691	Eschscholzia parishii	0	1200
4692	Eschscholzia ramosa	0	300
4693	Eschscholzia rhombipetala	0	500
4694	Fumaria officinalis	0	1000
4695	Fumaria parviflora	0	1000
4696	Glaucium flavum	0	1000
4697	Meconella californica	0	1000
4698	Meconella denticulata	0	1000
4699	Meconella linearis	0	1000
4700	Papaver argemone	0	500
4701	Papaver californicum	0	800
4702	Papaver rhoeas	0	500
4703	Papaver somniferum	0	500
4704	Platystemon californicus	0	1000
4705	Romneya coulteri	0	1200
4706	Romneya trichocalyx	0	1100
4707	Stylomecon heterophylla	0	1200
4708	Carpenteria californica	400	1000
4709	Fendlerella utahensis	1300	2800
4710	Jamesia americana var. rosea	2200	3700
4711	Philadelphus lewisii	0	1500
4712	Philadelphus microphyllus	1200	2800
4713	Whipplea modesta	0	1400
4714	Phytolacca americana	0	1000
4715	Pittosporum crassifolium	0	200
4716	Pittosporum tenuifolium	0	200
4717	Pittosporum tobira	0	200
4718	Pittosporum undulatum	0	200
4719	Sollya heterophylla	0	200
4720	Plantago aristata	0	200
4721	Plantago coronopus	0	300
4722	Plantago elongata	0	200
4723	Plantago erecta	0	700
4724	Plantago eriopoda	0	1000
4725	Plantago indica	0	200
4726	Plantago lanceolata	0	1600
4727	Plantago major	0	2200
4728	Plantago maritima	0	200
4729	Plantago ovata	0	1400
4730	Plantago patagonica	500	2200
4731	Plantago pusilla	0	100
4732	Plantago subnuda	0	300
4733	Plantago truncata ssp. firma	0	300
4734	Plantago virginica	0	1000
4735	Platanus racemosa	0	2000
4736	Armeria maritima ssp. californica	0	200
4737	Limonium arborescens	0	100
4738	Limonium californicum	0	100
4739	Limonium otolepis	0	100
4740	Limonium perezii	0	100
4741	Limonium sinuatum	0	300
4742	Allophyllum divaricatum	300	1800
4743	Allophyllum gilioides	200	2900
4744	Allophyllum gilioides ssp. gilioides	200	1900
4745	Allophyllum gilioides ssp. violaceum	1200	2900
4746	Allophyllum glutinosum	0	1600
4747	Allophyllum integrifolium	1300	2700
4748	Collomia diversifolia	300	600
4749	Collomia grandiflora	600	2500
4750	Collomia heterophylla	0	1300
4751	Collomia larsenii	3000	3500
4752	Collomia linearis	600	3300
4753	Collomia rawsoniana	1000	2200
4754	Collomia tinctoria	600	2800
4755	Collomia tracyi	300	2100
4756	Eriastrum abramsii	0	1200
4757	Eriastrum brandegeeae	800	1000
4758	Eriastrum densifolium	0	2900
4759	Eriastrum densifolium ssp. austromontanum	1300	2900
4760	Eriastrum densifolium ssp. densifolium	0	100
4761	Eriastrum densifolium ssp. elongatum	0	1800
4762	Eriastrum densifolium ssp. mohavense	800	2800
4763	Eriastrum densifolium ssp. sanctorum	0	500
4764	Eriastrum diffusum	0	2000
4765	Eriastrum eremicum ssp. eremicum	0	1800
4766	Eriastrum filifolium	0	1700
4767	Eriastrum hooveri	0	200
4768	Eriastrum luteum	0	1000
4769	Eriastrum pluriflorum	0	2000
4770	Eriastrum sapphirinum	700	2700
4771	Eriastrum sparsiflorum	0	2400
4772	Eriastrum virgatum	0	500
4773	Eriastrum wilcoxii	0	2700
4774	Gilia achilleifolia	0	1200
4775	Gilia achilleifolia ssp. achilleifolia	0	1200
4776	Gilia achilleifolia ssp. multicaulis	0	1200
4777	Gilia aliquanta	700	1600
4778	Gilia aliquanta ssp. aliquanta	700	1300
4779	Gilia aliquanta ssp. breviloba	800	1600
4780	Gilia angelensis	200	1900
4781	Gilia australis	600	1200
4782	Gilia austro-occidentalis	600	1300
4783	Gilia brecciarum	500	2300
4784	Gilia brecciarum ssp. brecciarum	1200	2300
4785	Gilia brecciarum ssp. jacens	500	2200
4786	Gilia brecciarum ssp. neglecta	600	2100
4787	Gilia campanulata	900	2100
4788	Gilia cana	800	3100
4789	Gilia cana ssp. bernardina	800	1500
4790	Gilia cana ssp. cana	1800	3100
4791	Gilia cana ssp. speciformis	800	1200
4792	Gilia cana ssp. speciosa	200	1200
4793	Gilia cana ssp. triceps	800	1600
4794	Gilia capillaris	1500	3100
4795	Gilia capitata	0	2100
4796	Gilia capitata ssp. abrotanifolia	0	1900
4797	Gilia capitata ssp. capitata	100	1900
4798	Gilia capitata ssp. chamissonis	0	100
4799	Gilia capitata ssp. mediomontana	900	2100
4800	Gilia capitata ssp. pacifica	0	300
4801	Gilia capitata ssp. pedemontana	0	1500
4802	Gilia capitata ssp. staminea	0	100
4803	Gilia capitata ssp. tomentosa	0	100
4804	Gilia caruifolia	1400	2300
4805	Gilia clivorum	0	1100
4806	Gilia clokeyi	400	2000
4807	Gilia diegensis	500	2200
4808	Gilia filiformis	300	1800
4809	Gilia hutchinsifolia	400	1800
4810	Gilia inconspicua	1200	2000
4811	Gilia interior	700	1700
4812	Gilia inyoensis	1900	2600
4813	Gilia latiflora	700	1500
4814	Gilia latiflora ssp. cuyamensis	600	2000
4815	Gilia latiflora ssp. davyi	700	1200
4816	Gilia latiflora ssp. elongata	700	1200
4817	Gilia latiflora ssp. latiflora	700	1100
4818	Gilia latifolia	0	1800
4819	Gilia leptalea	900	3100
4820	Gilia leptalea ssp. bicolor	1600	3100
4821	Gilia leptalea ssp. leptalea	900	2100
4822	Gilia leptantha	700	2800
4823	Gilia leptantha ssp. leptantha	1500	2300
4824	Gilia leptantha ssp. pinetorum	1500	2800
4825	Gilia leptantha ssp. purpusii	700	2600
4826	Gilia leptantha ssp. transversa	900	1800
4827	Gilia leptomeria	800	2100
4828	Gilia lottiae	400	2100
4829	Gilia maculata	900	1100
4830	Gilia malior	700	2000
4831	Gilia micromeria	1200	1700
4832	Gilia millefoliata	0	100
4833	Gilia minor	300	1100
4834	Gilia modocensis	400	2300
4835	Gilia nevinii	0	400
4836	Gilia ochroleuca	200	2500
4837	Gilia ochroleuca ssp. bizonata	300	2200
4838	Gilia ochroleuca ssp. exilis	200	1800
4839	Gilia ochroleuca ssp. ochroleuca	700	1500
4840	Gilia ochroleuca ssp. vivida	1800	2500
4841	Gilia ophthalmoides	1100	2600
4842	Gilia ripleyi	900	1400
4843	Gilia salticola	1500	2700
4844	Gilia scopulorum	0	1200
4845	Gilia sinistra	300	2200
4846	Gilia sinistra ssp. pinnatisecta	300	2200
4847	Gilia sinistra ssp. sinistra	1000	2200
4848	Gilia sinuata	100	1800
4849	Gilia splendens	300	2400
4850	Gilia splendens ssp. grantii	800	2200
4851	Gilia splendens ssp. splendens	300	2400
4852	Gilia stellata	0	1700
4853	Gilia subacaulis	500	2500
4854	Gilia tenerrima	500	2800
4855	Gilia tenuiflora	0	1400
4856	Gilia tenuiflora ssp. amplifaucalis	0	900
4857	Gilia tenuiflora ssp. arenaria	0	100
4858	Gilia tenuiflora ssp. hoffmannii	0	100
4859	Gilia tenuiflora ssp. tenuiflora	100	1400
4860	Gilia transmontana	600	2000
4861	Gilia tricolor	0	1200
4862	Gilia tricolor ssp. diffusa	0	1200
4863	Gilia tricolor ssp. tricolor	0	1200
4864	Gilia triodon	1200	1700
4865	Gymnosteris parvula	2400	3700
4866	Ipomopsis aggregata	1100	3300
4867	Ipomopsis aggregata ssp. bridgesii	1900	3300
4868	Ipomopsis aggregata ssp. formosissima	1100	2500
4869	Ipomopsis arizonica	1500	3100
4870	Ipomopsis congesta	1200	3700
4871	Ipomopsis congesta ssp. congesta	1200	2200
4872	Ipomopsis congesta ssp. montana	2100	3700
4873	Ipomopsis congesta ssp. palmifrons	1500	2800
4874	Ipomopsis depressa	1000	1600
4875	Ipomopsis effusa	0	100
4876	Ipomopsis polycladon	900	2200
4877	Ipomopsis tenuifolia	100	1200
4878	Ipomopsis tenuituba	2400	3100
4879	Langloisia setosissima	0	1800
4880	Langloisia setosissima ssp. punctata	0	1800
4881	Langloisia setosissima ssp. setosissima	0	1800
4882	Leptodactylon californicum	0	1500
4883	Leptodactylon jaegeri	2900	3000
4884	Leptodactylon pungens	1700	4000
4885	Linanthus acicularis	0	700
4886	Linanthus ambiguus	0	1000
4887	Linanthus androsaceus	0	1200
4888	Linanthus arenicola	800	1400
4889	Linanthus aureus	0	2000
4890	Linanthus aureus ssp. aureus	0	2000
4891	Linanthus aureus ssp. decorus	0	2000
4892	Linanthus bellus	1000	1400
4893	Linanthus bicolor	0	1700
4894	Linanthus bigelovii	0	1700
4895	Linanthus bolanderi	200	1700
4896	Linanthus breviculus	0	2400
4897	Linanthus ciliatus	0	3000
4898	Linanthus concinnus	1700	2800
4899	Linanthus demissus	0	1700
4900	Linanthus dianthiflorus	0	1300
4901	Linanthus dichotomus	0	1700
4902	Linanthus filipes	0	1300
4903	Linanthus floribundus	0	2300
4904	Linanthus floribundus ssp. floribundus	0	2300
4905	Linanthus floribundus ssp. glaber	0	2100
4906	Linanthus floribundus ssp. hallii	1000	2000
4907	Linanthus grandiflorus	0	1200
4908	Linanthus harknessii	1000	3200
4909	Linanthus jonesii	0	900
4910	Linanthus killipii	1700	2400
4911	Linanthus lemmonii	0	1900
4912	Linanthus liniflorus	0	1700
4913	Linanthus montanus	300	1700
4914	Linanthus nudatus	600	2400
4915	Linanthus nuttallii	500	3500
4916	Linanthus nuttallii ssp. howellii	1500	1800
4917	Linanthus nuttallii ssp. nuttallii	500	2200
4918	Linanthus nuttallii ssp. pubescens	2800	3500
4919	Linanthus oblanceolatus	2800	3700
4920	Linanthus orcuttii	1300	2000
4921	Linanthus pachyphyllus	1700	2500
4922	Linanthus parryae	0	2000
4923	Linanthus parviflorus	0	1200
4924	Linanthus pygmaeus	0	1700
4925	Linanthus pygmaeus ssp. continentalis	0	1700
4926	Linanthus pygmaeus ssp. pygmaeus	0	500
4927	Linanthus rattanii	1700	2000
4928	Linanthus septentrionalis	2000	3000
4929	Linanthus serrulatus	300	1300
4930	Loeseliastrum matthewsii	0	1800
4931	Loeseliastrum schottii	0	1800
4932	Navarretia atractyloides	0	900
4933	Navarretia breweri	1200	3300
4934	Navarretia cotulifolia	0	100
4935	Navarretia divaricata	300	2600
4936	Navarretia divaricata ssp. divaricata	300	2600
4937	Navarretia divaricata ssp. vividior	600	1900
4938	Navarretia eriocephala	0	400
4939	Navarretia filicaulis	300	900
4940	Navarretia fossalis	0	1300
4941	Navarretia hamata	0	1100
4942	Navarretia hamata ssp. hamata	0	1100
4943	Navarretia hamata ssp. leptantha	0	700
4944	Navarretia hamata ssp. parviloba	0	1000
4945	Navarretia heterandra	0	400
4946	Navarretia heterodoxa	100	900
4947	Navarretia intertexta	0	2300
4948	Navarretia intertexta ssp. intertexta	0	1800
4949	Navarretia intertexta ssp. propinqua	800	2300
4950	Navarretia jaredii	200	500
4951	Navarretia jepsonii	400	800
4952	Navarretia leucocephala	0	2200
4953	Navarretia leucocephala ssp. bakeri	0	1700
4954	Navarretia leucocephala ssp. leucocephala	0	500
4955	Navarretia leucocephala ssp. minima	0	2200
4956	Navarretia leucocephala ssp. pauciflora	400	600
4957	Navarretia leucocephala ssp. plieantha	800	1000
4958	Navarretia mellita	300	1200
4959	Navarretia myersii	0	100
4960	Navarretia nigelliformis	100	1000
4961	Navarretia nigelliformis ssp. nigelliformis	100	1000
4962	Navarretia nigelliformis ssp. radians	200	1000
4963	Navarretia peninsularis	1500	2300
4964	Navarretia prolifera	600	1400
4965	Navarretia prolifera ssp. lutea	900	1400
4966	Navarretia prolifera ssp. prolifera	600	1300
4967	Navarretia prostrata	0	700
4968	Navarretia pubescens	0	1100
4969	Navarretia rosulata	200	600
4970	Navarretia setiloba	500	2100
4971	Navarretia squarrosa	0	800
4972	Navarretia subuligera	100	1100
4973	Navarretia tagetina	0	600
4974	Navarretia viscidula	100	800
4975	Phlox adsurgens	500	2000
4976	Phlox austromontana	1500	2700
4977	Phlox cespitosa	1500	2000
4978	Phlox condensata	2000	4000
4979	Phlox diffusa	1100	3600
4980	Phlox dispersa	3600	4200
4981	Phlox dolichantha	2000	2700
4982	Phlox gracilis	0	3300
4983	Phlox hirsuta	1000	1500
4984	Phlox hoodii ssp. canescens	1500	2700
4985	Phlox muscoides	1400	2700
4986	Phlox pulvinata	3300	4300
4987	Phlox speciosa	500	2400
4988	Phlox speciosa ssp. nitida	500	2400
4989	Phlox speciosa ssp. occidentalis	500	2400
4990	Phlox stansburyi	1700	3000
4991	Polemonium californicum	1600	3100
4992	Polemonium carneum	0	1800
4993	Polemonium chartaceum	2600	4200
4994	Polemonium eximium	3000	4200
4995	Polemonium micranthum	600	1800
4996	Polemonium occidentale ssp. occidentale	900	3300
4997	Polemonium pulcherrimum	2400	3700
4998	Polemonium pulcherrimum var. pilosum	2700	3000
4999	Polemonium pulcherrimum var. pulcherrimum	2400	3700
5000	Polygala acanthoclada	900	1700
5001	Polygala californica	0	1400
5002	Polygala cornuta	100	2100
5003	Polygala cornuta var. cornuta	100	2100
5004	Polygala cornuta var. fishiae	100	1100
5005	Polygala heterorhyncha	900	1600
5006	Polygala intermontana	2600	2700
5007	Polygala subspinosa	1400	1500
5008	Aristocapsa insignis	300	600
5009	Centrostegia thurberi	300	2400
5010	Chorizanthe angustifolia	0	200
5011	Chorizanthe biloba	200	800
5012	Chorizanthe biloba var. biloba	200	700
5013	Chorizanthe biloba var. immemora	600	800
5014	Chorizanthe blakleyi	600	1600
5015	Chorizanthe brevicornu	0	3000
5016	Chorizanthe brevicornu var. brevicornu	0	2300
5017	Chorizanthe brevicornu var. spathulata	700	3000
5018	Chorizanthe breweri	0	800
5019	Chorizanthe clevelandii	400	2100
5020	Chorizanthe corrugata	0	1000
5021	Chorizanthe cuspidata	0	300
5022	Chorizanthe diffusa	0	800
5023	Chorizanthe douglasii	200	1600
5024	Chorizanthe fimbriata	0	1600
5025	Chorizanthe fimbriata var. fimbriata	0	1600
5026	Chorizanthe fimbriata var. laciniata	0	1600
5027	Chorizanthe howellii	0	100
5028	Chorizanthe leptotheca	300	1900
5029	Chorizanthe membranacea	0	1600
5030	Chorizanthe obovata	0	1300
5031	Chorizanthe orcuttiana	0	200
5032	Chorizanthe palmeri	0	700
5033	Chorizanthe parryi	200	1200
5034	Chorizanthe parryi var. fernandina	200	400
5035	Chorizanthe parryi var. parryi	300	1200
5036	Chorizanthe polygonoides	0	1400
5037	Chorizanthe polygonoides var. longispina	0	1400
5038	Chorizanthe polygonoides var. polygonoides	0	1400
5039	Chorizanthe procumbens	0	800
5040	Chorizanthe pungens	0	500
5041	Chorizanthe rectispina	200	600
5042	Chorizanthe rigida	0	2000
5043	Chorizanthe robusta	0	300
5044	Chorizanthe spinosa	0	1300
5045	Chorizanthe staticoides	0	2000
5046	Chorizanthe stellulata	0	900
5047	Chorizanthe uniaristata	800	2000
5048	Chorizanthe valida	0	300
