id	group	family	taxon	binomial	taxon.auth	genus	species	speciesAuth	intraRank	intraName	intraAuth	tjm1.valid	mrt	intra_rank	species_rank_or_only_subsp_in_CA
6975	Monocot	Iridaceae	Iris hartwegii ssp. australis	Iris hartwegii	Iris hartwegii Baker ssp. australis (Parish) L.W. Lenz	Iris	hartwegii	Baker	ssp.	australis	(Parish) L.W. Lenz	1	1	1	0
6976	Monocot	Iridaceae	Iris hartwegii ssp. columbiana	Iris hartwegii	Iris hartwegii Baker ssp. columbiana L.W. Lenz	Iris	hartwegii	Baker	ssp.	columbiana	L.W. Lenz	1	1	1	0
6977	Monocot	Iridaceae	Iris hartwegii ssp. hartwegii	Iris hartwegii	Iris hartwegii Baker ssp. hartwegii	Iris	hartwegii	Baker	ssp.	hartwegii		1	1	1	0
6978	Monocot	Iridaceae	Iris hartwegii ssp. pinetorum	Iris hartwegii	Iris hartwegii Baker ssp. pinetorum (Eastw.) L.W. Lenz	Iris	hartwegii	Baker	ssp.	pinetorum	(Eastw.) L.W. Lenz	1	1	1	0
6979	Monocot	Iridaceae	Iris innominata	Iris innominata	Iris innominata L.F. Hend.	Iris	innominata	L.F. Hend.				1	1	0	1
6980	Monocot	Iridaceae	Iris longipetala	Iris longipetala	Iris longipetala Herb.	Iris	longipetala	Herb.				1	1	0	1
6981	Monocot	Iridaceae	Iris macrosiphon	Iris macrosiphon	Iris macrosiphon Torrey	Iris	macrosiphon	Torrey				1	1	0	1
6982	Monocot	Iridaceae	Iris missouriensis	Iris missouriensis	Iris missouriensis Nutt.	Iris	missouriensis	Nutt.				1	1	0	1
6983	Monocot	Iridaceae	Iris munzii	Iris munzii	Iris munzii R.C. Foster	Iris	munzii	R.C. Foster				1	1	0	1
6984	Monocot	Iridaceae	Iris pseudacorus	Iris pseudacorus	Iris pseudacorus L.	Iris	pseudacorus	L.				1	1	0	1
6985	Monocot	Iridaceae	Iris purdyi	Iris purdyi	Iris purdyi Eastw.	Iris	purdyi	Eastw.				1	1	0	1
6986	Monocot	Iridaceae	Iris tenax ssp. klamathensis	Iris tenax	Iris tenax Douglas ssp. klamathensis L.W. Lenz	Iris	tenax	Douglas	ssp.	klamathensis	L.W. Lenz	1	1	1	1
6987	Monocot	Iridaceae	Iris tenuissima	Iris tenuissima	Iris tenuissima Dykes	Iris	tenuissima	Dykes				1	0	0	1
6988	Monocot	Iridaceae	Iris tenuissima ssp. purdyiformis	Iris tenuissima	Iris tenuissima Dykes ssp. purdyiformis (R.C. Foster) L.W. Lenz	Iris	tenuissima	Dykes	ssp.	purdyiformis	(R.C. Foster) L.W. Lenz	1	1	1	0
6989	Monocot	Iridaceae	Iris tenuissima ssp. tenuissima	Iris tenuissima	Iris tenuissima Dykes ssp. tenuissima	Iris	tenuissima	Dykes	ssp.	tenuissima		1	1	1	0
6990	Monocot	Iridaceae	Ixia maculata	Ixia maculata	Ixia maculata L.	Ixia	maculata	L.				1	1	0	1
6991	Monocot	Iridaceae	Libertia formosa	Libertia formosa	Libertia formosa Graham	Libertia	formosa	Graham				1	1	0	1
6992	Monocot	Iridaceae	Romulea rosea var. australis	Romulea rosea	Romulea rosea (L.) Eckl. var. australis (Ewart) M.P. de Vos	Romulea	rosea	(L.) Eckl.	var.	australis	(Ewart) M.P. de Vos	1	1	1	1
6993	Monocot	Iridaceae	Sisyrinchium bellum	Sisyrinchium bellum	Sisyrinchium bellum S. Watson	Sisyrinchium	bellum	S. Watson				1	1	0	1
6994	Monocot	Iridaceae	Sisyrinchium californicum	Sisyrinchium californicum	Sisyrinchium californicum (Ker Gawl.) Dryand.	Sisyrinchium	californicum	(Ker Gawl.) Dryand.				1	1	0	1
6995	Monocot	Iridaceae	Sisyrinchium douglasii var. douglasii	Sisyrinchium douglasii	Sisyrinchium douglasii A. Dietr. var. douglasii	Sisyrinchium	douglasii	A. Dietr.	var.	douglasii		1	1	1	1
6996	Monocot	Iridaceae	Sisyrinchium elmeri	Sisyrinchium elmeri	Sisyrinchium elmeri Greene	Sisyrinchium	elmeri	Greene				1	1	0	1
6997	Monocot	Iridaceae	Sisyrinchium funereum	Sisyrinchium funereum	Sisyrinchium funereum E.P. Bicknell	Sisyrinchium	funereum	E.P. Bicknell				1	1	0	1
6998	Monocot	Iridaceae	Sisyrinchium halophilum	Sisyrinchium halophilum	Sisyrinchium halophilum Greene	Sisyrinchium	halophilum	Greene				1	1	0	1
6999	Monocot	Iridaceae	Sisyrinchium idahoense	Sisyrinchium idahoense	Sisyrinchium idahoense E.P. Bicknell	Sisyrinchium	idahoense	E.P. Bicknell				1	0	0	1
7000	Monocot	Iridaceae	Sisyrinchium idahoense var. idahoense	Sisyrinchium idahoense	Sisyrinchium idahoense E.P. Bicknell var. idahoense	Sisyrinchium	idahoense	E.P. Bicknell	var.	idahoense		1	1	1	0
7001	Monocot	Iridaceae	Sisyrinchium idahoense var. occidentale	Sisyrinchium idahoense	Sisyrinchium idahoense E.P. Bicknell var. occidentale (E.P. Bicknell) Douglass M. Hend.	Sisyrinchium	idahoense	E.P. Bicknell	var.	occidentale	(E.P. Bicknell) Douglass M. Hend.	1	1	1	0
7002	Monocot	Iridaceae	Sparaxis grandiflora	Sparaxis grandiflora	Sparaxis grandiflora (D. Delaroche) Ker Gawl.	Sparaxis	grandiflora	(D. Delaroche) Ker Gawl.				1	1	0	1
7003	Monocot	Iridaceae	Sparaxis tricolor	Sparaxis tricolor	Sparaxis tricolor (Schneev.) Ker Gawl.	Sparaxis	tricolor	(Schneev.) Ker Gawl.				1	1	0	1
7004	Monocot	Iridaceae	Watsonia marginata	Watsonia marginata	Watsonia marginata (L.f.) Ker Gawl.	Watsonia	marginata	(L.f.) Ker Gawl.				1	1	0	1
7005	Monocot	Iridaceae	Watsonia meriana	Watsonia meriana	Watsonia meriana (L.) Miller	Watsonia	meriana	(L.) Miller				1	1	0	1
7006	Monocot	Juncaceae	Juncus acuminatus	Juncus acuminatus	Juncus acuminatus Michaux	Juncus	acuminatus	Michaux				1	1	0	1
7007	Monocot	Juncaceae	Juncus acutus ssp. leopoldii	Juncus acutus	Juncus acutus L. ssp. leopoldii (Parl.) Snog.	Juncus	acutus	L.	ssp.	leopoldii	(Parl.) Snog.	1	1	1	1
7008	Monocot	Juncaceae	Juncus ambiguus	Juncus ambiguus	Juncus ambiguus Guss.	Juncus	ambiguus	Guss.				1	1	0	1
7009	Monocot	Juncaceae	Juncus articulatus	Juncus articulatus	Juncus articulatus L.	Juncus	articulatus	L.				1	1	0	1
7010	Monocot	Juncaceae	Juncus balticus	Juncus balticus	Juncus balticus Willd.	Juncus	balticus	Willd.				1	1	0	1
7011	Monocot	Juncaceae	Juncus bolanderi	Juncus bolanderi	Juncus bolanderi Engelm.	Juncus	bolanderi	Engelm.				1	1	0	1
7012	Monocot	Juncaceae	Juncus brachyphyllus	Juncus brachyphyllus	Juncus brachyphyllus Wieg.	Juncus	brachyphyllus	Wieg.				1	1	0	1
7013	Monocot	Juncaceae	Juncus breweri	Juncus breweri	Juncus breweri Engelm.	Juncus	breweri	Engelm.				1	1	0	1
7014	Monocot	Juncaceae	Juncus bryoides	Juncus bryoides	Juncus bryoides F.J. Herm.	Juncus	bryoides	F.J. Herm.				1	1	0	1
7015	Monocot	Juncaceae	Juncus bufonius	Juncus bufonius	Juncus bufonius L.	Juncus	bufonius	L.				1	0	0	1
7016	Monocot	Juncaceae	Juncus bufonius var. bufonius	Juncus bufonius	Juncus bufonius L. var. bufonius	Juncus	bufonius	L.	var.	bufonius		1	1	1	0
7017	Monocot	Juncaceae	Juncus bufonius var. congestus	Juncus bufonius	Juncus bufonius L. var. congestus Wahlenb.	Juncus	bufonius	L.	var.	congestus	Wahlenb.	1	1	1	0
7018	Monocot	Juncaceae	Juncus bufonius var. occidentalis	Juncus bufonius	Juncus bufonius L. var. occidentalis F.J. Herm.	Juncus	bufonius	L.	var.	occidentalis	F.J. Herm.	1	1	1	0
7019	Monocot	Juncaceae	Juncus capillaris	Juncus capillaris	Juncus capillaris F.J. Herm.	Juncus	capillaris	F.J. Herm.				1	1	0	1
7020	Monocot	Juncaceae	Juncus capitatus	Juncus capitatus	Juncus capitatus Weigel	Juncus	capitatus	Weigel				1	1	0	1
7021	Monocot	Juncaceae	Juncus chlorocephalus	Juncus chlorocephalus	Juncus chlorocephalus Engelm.	Juncus	chlorocephalus	Engelm.				1	1	0	1
7022	Monocot	Juncaceae	Juncus confusus	Juncus confusus	Juncus confusus Coville	Juncus	confusus	Coville				1	1	0	1
7023	Monocot	Juncaceae	Juncus cooperi	Juncus cooperi	Juncus cooperi Engelm.	Juncus	cooperi	Engelm.				1	1	0	1
7024	Monocot	Juncaceae	Juncus covillei	Juncus covillei	Juncus covillei Piper	Juncus	covillei	Piper				1	0	0	1
7025	Monocot	Juncaceae	Juncus covillei var. covillei	Juncus covillei	Juncus covillei Piper var. covillei	Juncus	covillei	Piper	var.	covillei		1	1	1	0
7026	Monocot	Juncaceae	Juncus covillei var. obtusatus	Juncus covillei	Juncus covillei Piper var. obtusatus (Engelm.) C.L. Hitchc.	Juncus	covillei	Piper	var.	obtusatus	(Engelm.) C.L. Hitchc.	1	1	1	0
7027	Monocot	Juncaceae	Juncus cyperoides	Juncus cyperoides	Juncus cyperoides Laharpe	Juncus	cyperoides	Laharpe				1	1	0	1
7028	Monocot	Juncaceae	Juncus diffusissimus	Juncus diffusissimus	Juncus diffusissimus Buckley	Juncus	diffusissimus	Buckley				1	1	0	1
7029	Monocot	Juncaceae	Juncus drummondii	Juncus drummondii	Juncus drummondii E. Mey.	Juncus	drummondii	E. Mey.				1	1	0	1
7030	Monocot	Juncaceae	Juncus dubius	Juncus dubius	Juncus dubius Engelm.	Juncus	dubius	Engelm.				1	1	0	1
7031	Monocot	Juncaceae	Juncus dudleyi	Juncus dudleyi	Juncus dudleyi Wieg.	Juncus	dudleyi	Wieg.				1	1	0	1
7032	Monocot	Juncaceae	Juncus duranii	Juncus duranii	Juncus duranii Ewan	Juncus	duranii	Ewan				1	1	0	1
7033	Monocot	Juncaceae	Juncus effusus	Juncus effusus	Juncus effusus L.	Juncus	effusus	L.				1	0	0	1
7034	Monocot	Juncaceae	Juncus effusus var. brunneus	Juncus effusus	Juncus effusus L. var. brunneus Engelm.	Juncus	effusus	L.	var.	brunneus	Engelm.	1	1	1	0
7035	Monocot	Juncaceae	Juncus effusus var. exiguus	Juncus effusus	Juncus effusus L. var. exiguus Fernald & Wieg.	Juncus	effusus	L.	var.	exiguus	Fernald & Wieg.	1	1	1	0
7036	Monocot	Juncaceae	Juncus effusus var. gracilis	Juncus effusus	Juncus effusus L. var. gracilis Hook.	Juncus	effusus	L.	var.	gracilis	Hook.	1	1	1	0
7037	Monocot	Juncaceae	Juncus effusus var. pacificus	Juncus effusus	Juncus effusus L. var. pacificus Fernald & Wieg.	Juncus	effusus	L.	var.	pacificus	Fernald & Wieg.	1	1	1	0
7038	Monocot	Juncaceae	Juncus ensifolius	Juncus ensifolius	Juncus ensifolius Wikström	Juncus	ensifolius	Wikström 				1	1	0	1
7039	Monocot	Juncaceae	Juncus falcatus var. falcatus	Juncus falcatus	Juncus falcatus E. Mey. var. falcatus	Juncus	falcatus	E. Mey.	var.	falcatus		1	1	1	1
7040	Monocot	Juncaceae	Juncus hemiendytus	Juncus hemiendytus	Juncus hemiendytus F.J. Herm.	Juncus	hemiendytus	F.J. Herm.				1	0	0	1
7041	Monocot	Juncaceae	Juncus hemiendytus var. abjectus	Juncus hemiendytus	Juncus hemiendytus F.J. Herm. var. abjectus (F.J. Herm.) Ertter	Juncus	hemiendytus	F.J. Herm.	var.	abjectus	(F.J. Herm.) Ertter	1	1	1	0
7042	Monocot	Juncaceae	Juncus hemiendytus var. hemiendytus	Juncus hemiendytus	Juncus hemiendytus F.J. Herm. var. hemiendytus	Juncus	hemiendytus	F.J. Herm.	var.	hemiendytus		1	1	1	0
7043	Monocot	Juncaceae	Juncus howellii	Juncus howellii	Juncus howellii F.J. Herm.	Juncus	howellii	F.J. Herm.				1	1	0	1
7044	Monocot	Juncaceae	Juncus kelloggii	Juncus kelloggii	Juncus kelloggii Engelm.	Juncus	kelloggii	Engelm.				1	1	0	1
7045	Monocot	Juncaceae	Juncus leiospermus	Juncus leiospermus	Juncus leiospermus F.J. Herm.	Juncus	leiospermus	F.J. Herm.				1	0	0	1
7046	Monocot	Juncaceae	Juncus leiospermus var. ahartii	Juncus leiospermus	Juncus leiospermus F.J. Herm. var. ahartii Ertter	Juncus	leiospermus	F.J. Herm.	var.	ahartii	Ertter	1	1	1	0
7047	Monocot	Juncaceae	Juncus leiospermus var. leiospermus	Juncus leiospermus	Juncus leiospermus F.J. Herm. var. leiospermus	Juncus	leiospermus	F.J. Herm.	var.	leiospermus		1	1	1	0
7048	Monocot	Juncaceae	Juncus lesueurii	Juncus lesueurii	Juncus lesueurii Bol.	Juncus	lesueurii	Bol.				1	1	0	1
7049	Monocot	Juncaceae	Juncus longistylis	Juncus longistylis	Juncus longistylis Torrey	Juncus	longistylis	Torrey				1	1	0	1
7050	Monocot	Juncaceae	Juncus luciensis	Juncus luciensis	Juncus luciensis Ertter	Juncus	luciensis	Ertter				1	1	0	1
7051	Monocot	Juncaceae	Juncus macrandrus	Juncus macrandrus	Juncus macrandrus Coville	Juncus	macrandrus	Coville				1	1	0	1
7052	Monocot	Juncaceae	Juncus macrophyllus	Juncus macrophyllus	Juncus macrophyllus Coville	Juncus	macrophyllus	Coville				1	1	0	1
7053	Monocot	Juncaceae	Juncus marginatus var. marginatus	Juncus marginatus	Juncus marginatus Rostkov var. marginatus	Juncus	marginatus	Rostkov	var.	marginatus		1	1	1	1
7054	Monocot	Juncaceae	Juncus mertensianus	Juncus mertensianus	Juncus mertensianus Bong.	Juncus	mertensianus	Bong.				1	1	0	1
7055	Monocot	Juncaceae	Juncus mexicanus	Juncus mexicanus	Juncus mexicanus Willd.	Juncus	mexicanus	Willd.				1	1	0	1
7056	Monocot	Juncaceae	Juncus nevadensis	Juncus nevadensis	Juncus nevadensis S. Watson	Juncus	nevadensis	S. Watson				1	1	0	1
7057	Monocot	Juncaceae	Juncus nodosus	Juncus nodosus	Juncus nodosus L.	Juncus	nodosus	L.				1	1	0	1
7058	Monocot	Juncaceae	Juncus occidentalis	Juncus occidentalis	Juncus occidentalis (Coville) Wieg.	Juncus	occidentalis	(Coville) Wieg.				1	1	0	1
7059	Monocot	Juncaceae	Juncus orthophyllus	Juncus orthophyllus	Juncus orthophyllus Coville	Juncus	orthophyllus	Coville				1	1	0	1
7060	Monocot	Juncaceae	Juncus oxymeris	Juncus oxymeris	Juncus oxymeris Engelm.	Juncus	oxymeris	Engelm.				1	1	0	1
7061	Monocot	Juncaceae	Juncus parryi	Juncus parryi	Juncus parryi Engelm.	Juncus	parryi	Engelm.				1	1	0	1
7062	Monocot	Juncaceae	Juncus patens	Juncus patens	Juncus patens E. Mey.	Juncus	patens	E. Mey.				1	1	0	1
7063	Monocot	Juncaceae	Juncus phaeocephalus	Juncus phaeocephalus	Juncus phaeocephalus Engelm.	Juncus	phaeocephalus	Engelm.				1	0	0	1
7064	Monocot	Juncaceae	Juncus phaeocephalus var. paniculatus	Juncus phaeocephalus	Juncus phaeocephalus Engelm. var. paniculatus Engelm.	Juncus	phaeocephalus	Engelm.	var.	paniculatus	Engelm.	1	1	1	0
7065	Monocot	Juncaceae	Juncus phaeocephalus var. phaeocephalus	Juncus phaeocephalus	Juncus phaeocephalus Engelm. var. phaeocephalus	Juncus	phaeocephalus	Engelm.	var.	phaeocephalus		1	1	1	0
7066	Monocot	Juncaceae	Juncus regelii	Juncus regelii	Juncus regelii Buchenau	Juncus	regelii	Buchenau				1	1	0	1
7067	Monocot	Juncaceae	Juncus rugulosus	Juncus rugulosus	Juncus rugulosus Engelm.	Juncus	rugulosus	Engelm.				1	1	0	1
7068	Monocot	Juncaceae	Juncus saximontanus	Juncus saximontanus	Juncus saximontanus Nelson	Juncus	saximontanus	Nelson				1	1	0	1
7069	Monocot	Juncaceae	Juncus supiniformis	Juncus supiniformis	Juncus supiniformis Engelm.	Juncus	supiniformis	Engelm.				1	1	0	1
7070	Monocot	Juncaceae	Juncus tenuis	Juncus tenuis	Juncus tenuis Willd.	Juncus	tenuis	Willd.				1	1	0	1
7071	Monocot	Juncaceae	Juncus textilis	Juncus textilis	Juncus textilis Buchenau	Juncus	textilis	Buchenau				1	1	0	1
7072	Monocot	Juncaceae	Juncus tiehmii	Juncus tiehmii	Juncus tiehmii Ertter	Juncus	tiehmii	Ertter				1	1	0	1
7073	Monocot	Juncaceae	Juncus torreyi	Juncus torreyi	Juncus torreyi Coville	Juncus	torreyi	Coville				1	1	0	1
7074	Monocot	Juncaceae	Juncus triformis	Juncus triformis	Juncus triformis Engelm.	Juncus	triformis	Engelm.				1	1	0	1
7075	Monocot	Juncaceae	Juncus uncialis	Juncus uncialis	Juncus uncialis Greene	Juncus	uncialis	Greene				1	1	0	1
7076	Monocot	Juncaceae	Juncus xiphioides	Juncus xiphioides	Juncus xiphioides E. Mey.	Juncus	xiphioides	E. Mey.				1	1	0	1
7077	Monocot	Juncaceae	Luzula comosa	Luzula comosa	Luzula comosa E. Mey.	Luzula	comosa	E. Mey.				1	1	0	1
7078	Monocot	Juncaceae	Luzula divaricata	Luzula divaricata	Luzula divaricata S. Watson	Luzula	divaricata	S. Watson				1	1	0	1
7079	Monocot	Juncaceae	Luzula orestera	Luzula orestera	Luzula orestera Sharsm.	Luzula	orestera	Sharsm.				1	1	0	1
7080	Monocot	Juncaceae	Luzula parviflora	Luzula parviflora	Luzula parviflora (Ehrh.) Desv.	Luzula	parviflora	(Ehrh.) Desv.				1	1	0	1
7081	Monocot	Juncaceae	Luzula spicata	Luzula spicata	Luzula spicata (L.) DC.	Luzula	spicata	(L.) DC.				1	1	0	1
7082	Monocot	Juncaceae	Luzula subcongesta	Luzula subcongesta	Luzula subcongesta (S. Watson) Jeps.	Luzula	subcongesta	(S. Watson) Jeps.				1	1	0	1
7083	Monocot	Juncaginaceae	Lilaea scilloides	Lilaea scilloides	Lilaea scilloides (Poiret) Hauman	Lilaea	scilloides	(Poiret) Hauman				1	1	0	1
7084	Monocot	Juncaginaceae	Triglochin concinna	Triglochin concinna	Triglochin concinna Burtt Davy	Triglochin	concinna	Burtt Davy				1	0	0	1
7085	Monocot	Juncaginaceae	Triglochin concinna var. concinna	Triglochin concinna	Triglochin concinna Burtt Davy var. concinna	Triglochin	concinna	Burtt Davy	var.	concinna		1	1	1	0
7086	Monocot	Juncaginaceae	Triglochin concinna var. debilis	Triglochin concinna	Triglochin concinna Burtt Davy var. debilis (M.E. Jones) J.T. Howell	Triglochin	concinna	Burtt Davy	var.	debilis	(M.E. Jones) J.T. Howell	1	1	1	0
7087	Monocot	Juncaginaceae	Triglochin maritima	Triglochin maritima	Triglochin maritima L.	Triglochin	maritima	L.				1	1	0	1
7088	Monocot	Juncaginaceae	Triglochin palustris	Triglochin palustris	Triglochin palustris L.	Triglochin	palustris	L.				1	1	0	1
7089	Monocot	Juncaginaceae	Triglochin striata	Triglochin striata	Triglochin striata Ruiz Lopez & Pavon	Triglochin	striata	Ruiz Lopez & Pavon				1	1	0	1
7090	Monocot	Lemnaceae	Lemna aequinoctialis	Lemna aequinoctialis	Lemna aequinoctialis Welw.	Lemna	aequinoctialis	Welw.				1	1	0	1
7091	Monocot	Lemnaceae	Lemna gibba	Lemna gibba	Lemna gibba L.	Lemna	gibba	L.				1	1	0	1
7092	Monocot	Lemnaceae	Lemna minor	Lemna minor	Lemna minor L.	Lemna	minor	L.				1	1	0	1
7093	Monocot	Lemnaceae	Lemna minuta	Lemna minuta	Lemna minuta Kunth	Lemna	minuta	Kunth				1	1	0	1
7094	Monocot	Lemnaceae	Lemna trisulca	Lemna trisulca	Lemna trisulca L.	Lemna	trisulca	L.				1	1	0	1
7095	Monocot	Lemnaceae	Lemna turionifera	Lemna turionifera	Lemna turionifera Landolt	Lemna	turionifera	Landolt				1	1	0	1
7096	Monocot	Lemnaceae	Lemna valdiviana	Lemna valdiviana	Lemna valdiviana Philippi	Lemna	valdiviana	Philippi				1	1	0	1
7097	Monocot	Lemnaceae	Spirodela polyrrhiza	Spirodela polyrrhiza	Spirodela polyrrhiza (L.) Schleiden	Spirodela	polyrrhiza	(L.) Schleiden				1	1	0	1
7098	Monocot	Lemnaceae	Spirodela punctata	Spirodela punctata	Spirodela punctata (G. Mey.) C. Thompson	Spirodela	punctata	(G. Mey.) C. Thompson				1	1	0	1
7099	Monocot	Lemnaceae	Wolffia arrhiza	Wolffia arrhiza	Wolffia arrhiza (L.) Wimmer	Wolffia	arrhiza	(L.) Wimmer				1	1	0	1
7100	Monocot	Lemnaceae	Wolffia borealis	Wolffia borealis	Wolffia borealis (Hegelm.) Landolt & O. Wildi	Wolffia	borealis	(Hegelm.) Landolt & O. Wildi				1	1	0	1
7101	Monocot	Lemnaceae	Wolffia brasiliensis	Wolffia brasiliensis	Wolffia brasiliensis Wedd.	Wolffia	brasiliensis	Wedd.				1	1	0	1
7102	Monocot	Lemnaceae	Wolffia columbiana	Wolffia columbiana	Wolffia columbiana H. Karst.	Wolffia	columbiana	H. Karst.				1	1	0	1
7103	Monocot	Lemnaceae	Wolffia globosa	Wolffia globosa	Wolffia globosa (Roxb.) Hartog & Plas	Wolffia	globosa	(Roxb.) Hartog & Plas				1	1	0	1
7104	Monocot	Lemnaceae	Wolffiella lingulata	Wolffiella lingulata	Wolffiella lingulata (Hegelm.) Hegelm.	Wolffiella	lingulata	(Hegelm.) Hegelm.				1	1	0	1
7105	Monocot	Lemnaceae	Wolffiella oblonga	Wolffiella oblonga	Wolffiella oblonga (Philippi) Hegelm.	Wolffiella	oblonga	(Philippi) Hegelm.				1	1	0	1
7106	Monocot	Liliaceae	Agave deserti	Agave deserti	Agave deserti Engelm.	Agave	deserti	Engelm.				1	1	0	1
7107	Monocot	Liliaceae	Agave shawii	Agave shawii	Agave shawii Engelm.	Agave	shawii	Engelm.				1	1	0	1
7108	Monocot	Liliaceae	Agave utahensis	Agave utahensis	Agave utahensis Engelm.	Agave	utahensis	Engelm.				1	1	0	1
7109	Monocot	Liliaceae	Aloe saponaria	Aloe saponaria	Aloe saponaria (Aiton) Haw. X- A. striata Haw.	Aloe	saponaria	(Aiton) Haw. X- A. striata Haw.				1	1	0	1
7110	Monocot	Liliaceae	Allium abramsii	Allium abramsii	Allium abramsii (Traub) D. McNeal	Allium	abramsii	(Traub) D. McNeal				1	1	0	1
7111	Monocot	Liliaceae	Allium acuminatum	Allium acuminatum	Allium acuminatum Hook.	Allium	acuminatum	Hook.				1	1	0	1
7112	Monocot	Liliaceae	Allium amplectens	Allium amplectens	Allium amplectens Torrey	Allium	amplectens	Torrey				1	1	0	1
7113	Monocot	Liliaceae	Allium anceps	Allium anceps	Allium anceps S. Watson	Allium	anceps	S. Watson				1	1	0	1
7114	Monocot	Liliaceae	Allium atrorubens	Allium atrorubens	Allium atrorubens S. Watson	Allium	atrorubens	S. Watson				1	0	0	1
7115	Monocot	Liliaceae	Allium atrorubens var. atrorubens	Allium atrorubens	Allium atrorubens S. Watson var. atrorubens	Allium	atrorubens	S. Watson	var.	atrorubens		1	1	1	0
7116	Monocot	Liliaceae	Allium atrorubens var. cristatum	Allium atrorubens	Allium atrorubens S. Watson var. cristatum (S. Watson) D. McNeal	Allium	atrorubens	S. Watson	var.	cristatum	(S. Watson) D. McNeal	1	1	1	0
7117	Monocot	Liliaceae	Allium bisceptrum var. bisceptrum	Allium bisceptrum	Allium bisceptrum S. Watson var. bisceptrum	Allium	bisceptrum	S. Watson	var.	bisceptrum		1	1	1	1
7118	Monocot	Liliaceae	Allium bolanderi	Allium bolanderi	Allium bolanderi S. Watson	Allium	bolanderi	S. Watson				1	0	0	1
7119	Monocot	Liliaceae	Allium bolanderi var. bolanderi	Allium bolanderi	Allium bolanderi S. Watson var. bolanderi	Allium	bolanderi	S. Watson	var.	bolanderi		1	1	1	0
7120	Monocot	Liliaceae	Allium bolanderi var. mirabile	Allium bolanderi	Allium bolanderi S. Watson var. mirabile (L.F. Hend.) D. McNeal	Allium	bolanderi	S. Watson	var.	mirabile	(L.F. Hend.) D. McNeal	1	1	1	0
7121	Monocot	Liliaceae	Allium burlewii	Allium burlewii	Allium burlewii Davidson	Allium	burlewii	Davidson				1	1	0	1
7122	Monocot	Liliaceae	Allium campanulatum	Allium campanulatum	Allium campanulatum S. Watson	Allium	campanulatum	S. Watson				1	1	0	1
7123	Monocot	Liliaceae	Allium cratericola	Allium cratericola	Allium cratericola Eastw.	Allium	cratericola	Eastw.				1	1	0	1
7124	Monocot	Liliaceae	Allium crispum	Allium crispum	Allium crispum Greene	Allium	crispum	Greene				1	1	0	1
7125	Monocot	Liliaceae	Allium denticulatum	Allium denticulatum	Allium denticulatum (Traub) D. McNeal	Allium	denticulatum	(Traub) D. McNeal				1	1	0	1
7126	Monocot	Liliaceae	Allium diabloense	Allium diabloense	Allium diabloense (Traub) D. McNeal	Allium	diabloense	(Traub) D. McNeal				1	1	0	1
7127	Monocot	Liliaceae	Allium dichlamydeum	Allium dichlamydeum	Allium dichlamydeum Greene	Allium	dichlamydeum	Greene				1	1	0	1
7128	Monocot	Liliaceae	Allium falcifolium	Allium falcifolium	Allium falcifolium Hook. & Arn.	Allium	falcifolium	Hook. & Arn.				1	1	0	1
7129	Monocot	Liliaceae	Allium fimbriatum	Allium fimbriatum	Allium fimbriatum S. Watson	Allium	fimbriatum	S. Watson				1	0	0	1
7130	Monocot	Liliaceae	Allium fimbriatum var. fimbriatum	Allium fimbriatum	Allium fimbriatum S. Watson var. fimbriatum	Allium	fimbriatum	S. Watson	var.	fimbriatum		1	1	1	0
7131	Monocot	Liliaceae	Allium fimbriatum var. mohavense	Allium fimbriatum	Allium fimbriatum S. Watson var. mohavense Jeps.	Allium	fimbriatum	S. Watson	var.	mohavense	Jeps.	1	1	1	0
7132	Monocot	Liliaceae	Allium fimbriatum var. purdyi	Allium fimbriatum	Allium fimbriatum S. Watson var. purdyi (Eastw.) D. McNeal	Allium	fimbriatum	S. Watson	var.	purdyi	(Eastw.) D. McNeal	1	1	1	0
7133	Monocot	Liliaceae	Allium haematochiton	Allium haematochiton	Allium haematochiton S. Watson	Allium	haematochiton	S. Watson				1	1	0	1
7134	Monocot	Liliaceae	Allium hickmanii	Allium hickmanii	Allium hickmanii Eastw.	Allium	hickmanii	Eastw.				1	1	0	1
7135	Monocot	Liliaceae	Allium hoffmanii	Allium hoffmanii	Allium hoffmanii Traub	Allium	hoffmanii	Traub				1	1	0	1
7136	Monocot	Liliaceae	Allium howellii	Allium howellii	Allium howellii Eastw.	Allium	howellii	Eastw.				1	0	0	1
7137	Monocot	Liliaceae	Allium howellii var. clokeyi	Allium howellii	Allium howellii Eastw. var. clokeyi Traub	Allium	howellii	Eastw.	var.	clokeyi	Traub	1	1	1	0
7138	Monocot	Liliaceae	Allium howellii var. howellii	Allium howellii	Allium howellii Eastw. var. howellii	Allium	howellii	Eastw.	var.	howellii		1	1	1	0
7139	Monocot	Liliaceae	Allium howellii var. sanbenitense	Allium howellii	Allium howellii Eastw. var. sanbenitense (Traub) F. Ownbey & Aase	Allium	howellii	Eastw.	var.	sanbenitense	(Traub) F. Ownbey & Aase	1	1	1	0
7140	Monocot	Liliaceae	Allium hyalinum	Allium hyalinum	Allium hyalinum Curran	Allium	hyalinum	Curran				1	1	0	1
7141	Monocot	Liliaceae	Allium jepsonii	Allium jepsonii	Allium jepsonii (Traub) S. Denison & D. McNeal	Allium	jepsonii	(Traub) S. Denison & D. McNeal				1	1	0	1
